,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,ASSOC_PROB_BAY,Flux_Band_0,Flux_Band_1,Flux_Band_2,Flux_Band_3,Flux_Band_4,Flux_Band_5,Flux_Band_6,Flux_Band_7,nuFnu_Band_0,nuFnu_Band_1,nuFnu_Band_2,nuFnu_Band_3,nuFnu_Band_4,nuFnu_Band_5,nuFnu_Band_6,nuFnu_Band_7,Sqrt_TS_Band_2,Sqrt_TS_Band_3,Sqrt_TS_Band_4,Sqrt_TS_Band_5,Flux_History_0,Flux_History_1,Flux_History_2,Flux_History_3,Flux_History_4,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1
674,0.6666667,2.326155,271.63046,6.384197,0.0,0.9938913,1.6874638353314706e-09,1.3385530531206946e-11,3.528341785408173e-10,1.9223432567994078e-10,6.920418404998685e-11,2.0053467567060498e-11,1.7831439450000097e-12,2.339397135964501e-17,2.85876628359355e-13,3.585371881114838e-15,2.62964454898762e-13,4.750495786673414e-13,4.683355482940077e-13,4.579487288512707e-13,1.1028055909873685e-13,2.610146502624846e-18,2.786043167114258,7.990516662597656,8.173999786376953,6.22664737701416,8.871041123903466e-10,7.980857641420869e-10,1.1813012790184983e-09,9.62296575757193e-10,5.924010171298733e-10,1.0100715819305606e-09,7.90458309918307e-10,1.2636863777615304e-09,3.0247914791107178,3.349275588989258,4.621979713439941,2.1439132690429688,1.8241487741470337,3.557206630706787,2.6693921089172363,4.655084133148193,1
677,0.6666667,1.4265603,2410.7573,882.95636,1.446969,0.99978137,1.0603357303295981e-08,8.888862090827843e-09,3.3564950818743e-09,5.870349761849525e-10,1.6397927460332082e-10,2.406307271496377e-11,9.62862862358138e-12,2.043988042862459e-16,1.6963513926882001e-12,2.112931574496657e-12,2.248949941205392e-12,1.3690988447112584e-12,1.074286059415952e-12,5.508119459672611e-13,6.171158961447433e-13,2.777782677410659e-17,21.90216827392578,21.36267471313477,17.32678985595703,8.691405296325684,1.5470138947648593e-08,8.015926766802296e-08,2.5923434066044138e-08,6.9768049115737085e-09,9.018283009254446e-09,8.214299462849795e-09,1.389153347908234e-09,6.173478173110425e-09,7.778185844421387,37.57927322387695,15.765055656433104,4.896607875823975,6.522989749908447,5.805896759033203,1.0420619249343872,5.212073802947998,2
684,0.6666667,14.765642,20729.9,7848.6333,0.7612582,1.0,2.051448007023282e-07,1.3360202899548312e-07,4.4142364430399545e-08,8.92017482101437e-09,1.973317287351506e-09,2.7326460538823483e-10,1.5282981477571234e-11,1.249377337697588e-12,3.3076048844282724e-11,3.2121728887890555e-11,2.962233236480927e-11,2.062644846589912e-11,1.265304788028443e-11,6.086726175164037e-12,9.388046980432496e-13,1.4671129708234562e-13,106.43536376953124,104.51509857177734,73.82105255126953,33.64875793457031,9.328297778665728e-08,7.821231662319407e-08,1.986939679454736e-07,4.246516596140282e-07,7.45873336427394e-08,1.6861771712228801e-07,1.2073142841018125e-07,4.4451436309600474e-08,32.19950485229492,26.817136764526367,56.36351776123047,99.32654571533205,27.172273635864254,48.59443283081055,36.85955810546875,16.922237396240234,2
685,0.6666667,1.5165654,696.62,33.61703,0.40585074,0.9970611,5.547416748186151e-09,1.9198076461890423e-09,7.115282252279086e-10,2.6452948165278656e-10,1.0167367642255344e-10,2.3739149535018097e-11,9.93266319887498e-12,6.512589103696835e-16,8.896398700185272e-13,4.625475349961938e-13,4.900581893410583e-13,6.37342175563438e-13,7.002676433512378e-13,5.719574661978978e-13,6.841025684302393e-13,1.1719533299831719e-16,6.129820346832275,11.886366844177246,12.803059577941896,7.63129186630249,3.375015378281887e-09,5.002227521089253e-09,3.350870469986944e-09,1.381438963221626e-09,2.2574730973445867e-09,1.6854163620294571e-09,1.0862341026651734e-09,5.174068729019154e-09,5.292265892028809,7.611534595489502,4.735633850097656,2.041433811187744,3.4009218215942383,2.388162851333618,2.7828290462493896,7.408899784088135,1
688,0.6666667,0.909612,1215.92,50.356754,0.34247074,0.9996292,1.910461122633933e-09,2.6615112336259013e-09,1.3058598646864539e-09,5.180132989224262e-10,2.3513166413913206e-10,7.694966192017816e-11,3.9109122190739136e-11,1.0050874195421944e-11,3.0823718685964174e-13,6.509692416188649e-13,9.1574935568578e-13,1.2669897683087459e-12,1.6488880573428677e-12,1.882083464771478e-12,2.7425726620289304e-12,1.926534019119908e-12,9.494272232055664,17.508195877075195,22.074012756347656,17.406475067138672,5.7142890419470405e-09,6.55533050064605e-09,3.1192917138156413e-09,3.518622282427941e-09,6.318589651499451e-09,1.0252420246104066e-08,8.069226176132815e-09,8.547684338111594e-09,10.352229118347168,11.05986785888672,6.281158447265625,7.390934944152832,10.097661972045898,15.001153945922852,12.419031143188477,14.201656341552734,1
689,0.6666667,13.193476,14310.531,6005.111,0.9990194,1.0,5.5207475924135e-08,8.202835033443989e-08,3.0081313440177844e-08,7.45762296361363e-09,1.927309423166434e-09,3.1616972928638626e-10,4.449518878346659e-11,8.775899916987441e-17,8.963671818684738e-12,2.006300160728447e-11,2.059256758168981e-11,1.7524991874351414e-11,1.2587871717206768e-11,7.148068161683119e-12,2.779246017353687e-12,1.0688007312242573e-17,71.55657196044922,92.62042236328124,72.29605102539062,35.57185363769531,3.694305235057982e-07,2.6005659847783136e-08,1.4958942529119668e-08,3.2765886004426654e-08,2.8256030404349985e-08,5.3953051804001007e-08,2.0743163986480797e-07,3.113756008588098e-07,101.9656753540039,12.45137882232666,8.561500549316406,15.241294860839844,14.393827438354492,21.10369682312012,57.71858596801758,82.85000610351562,1
699,0.6666667,1.0564159,480.12512,8.209124,0.0,0.998257,9.521003541124172e-09,4.554312760252088e-10,5.938650682324463e-10,2.0387230792451303e-10,4.9256064504898944e-11,9.492538699529264e-12,4.830232568087123e-12,9.470581084660501e-18,1.5158041922341825e-12,1.0776762240840427e-13,4.002945978159866e-13,4.824181961023133e-13,3.320104065805685e-13,2.246196799523745e-13,3.255817111139786e-13,1.5834256278935345e-18,3.5202884674072266,7.738025665283203,6.098623275756836,3.845668315887451,1.3607873716736663e-09,3.403783255251369e-09,3.112517577008589e-09,4.394701935694911e-09,5.087711585360921e-09,2.998066017667611e-09,3.5491041217028396e-09,4.545336551586843e-09,1.3816304206848145,2.5807485580444336,2.784995555877685,4.190497875213623,3.3632636070251465,1.999998927116394,2.9849655628204346,3.8741989135742183,1
702,0.6666667,0.9656943,1333.777,37.532578,0.37784892,0.9986627,6.869622058702785e-12,5.755916632210756e-09,2.261194786967735e-09,6.097919391656602e-10,1.7449557077053868e-10,5.3237352026780365e-11,1.3636782675297e-11,1.3357391364862692e-12,1.0959179086954525e-15,1.3688795106117646e-12,1.5333450655019565e-12,1.4502150565490202e-12,1.1832767838476645e-12,1.2660975783410078e-12,9.247276338761325e-13,2.27893821435482e-13,5.133568286895752,10.193793296813965,12.054405212402344,10.78249454498291,1.4455728170048589e-08,1.1757747664375984e-08,2.116157915565964e-08,1.4220066013592714e-08,1.2217728162511321e-08,9.596460515126637e-09,1.2362833423651411e-08,7.771713939064284e-09,6.522658824920654,6.723208904266357,9.546180725097656,8.351149559020996,6.335270881652832,4.931058883666992,5.733323097229004,3.4719903469085693,1
712,0.6666667,4.4069705,1828.7173,183.34074,0.6883588,0.9998172,7.262668799690174e-10,3.019816396943042e-09,2.793735021100474e-09,8.678653906635246e-10,2.816592514776062e-10,6.569763483232903e-11,8.217198622928468e-12,2.709298243827801e-17,1.1989461344303481e-13,7.665847665851155e-13,1.9856800665546404e-12,2.091985222205106e-12,1.882931961391665e-12,1.505952155513024e-12,5.182850676410666e-13,3.3039376239587977e-18,8.89755630493164,16.53617286682129,19.270586013793945,13.842281341552734,8.639685411537812e-09,4.715237533758909e-09,2.337775750760329e-09,6.420862064260291e-09,2.7227391452555594e-09,1.2611691690977975e-09,6.7677703441404455e-09,2.274884280950573e-09,7.346736907958984,5.508111000061035,3.540707588195801,5.439761638641357,3.227989435195923,1.4254285097122192,6.029500961303711,3.2899537086486816,1
715,0.6666667,2.938674,610.1451,40.65122,0.39346272,0.9999548,5.851266582368453e-09,8.581581556477146e-10,5.734917540856087e-10,2.8767152548958563e-10,1.431548352082146e-10,5.136010367001731e-11,3.475244744755024e-11,5.470165119481063e-12,9.702579451681403e-13,2.2225839604091832e-13,4.233246240527289e-13,7.237472340188011e-13,1.0205320746456414e-12,1.2552549060948492e-12,2.393281536491876e-12,9.011133852987464e-13,5.842434406280518,13.33293914794922,17.258201599121094,12.838674545288086,7.46937844908757e-10,4.4652651021159773e-10,1.1739342831162958e-09,1.8156416370374014e-09,1.76699810339187e-09,2.0350883200848102e-09,3.0048492583034662e-09,3.38298744573251e-09,3.564159393310547,4.359641551971436,6.306948661804199,8.729239463806152,6.373687744140625,8.521326065063477,9.787819862365724,12.703454971313477,1
720,0.6666667,1.1493838,1652.0046,102.58823,0.72612786,0.98799694,1.3453385072637047e-08,1.5599002978206045e-08,2.866051840300088e-09,2.3418769701244457e-10,4.644480633420045e-11,6.426882463717032e-12,4.022664022140099e-16,3.362259233817768e-17,2.0948438296530814e-12,3.497540581806624e-12,1.8121116586444772e-12,5.250854547174388e-13,2.9365542658123245e-13,1.4410076864396218e-13,2.5433998927909007e-17,4.6045716037188026e-18,10.085723876953123,5.416226387023926,5.056939601898193,2.5050501823425293,3.679290117020173e-08,5.01994215085233e-08,2.398440202000529e-08,1.646674085975519e-08,7.313824657018131e-09,8.250071736881637e-09,6.017593534579646e-09,7.543303759405262e-09,9.644454956054688,11.244976997375488,5.720625400543213,3.643116235733032,1.72223961353302,1.984684944152832,1.5051467418670654,1.84908127784729,2
722,0.6666667,8.251414,5929.89,2178.758,0.9467097,0.9998932,4.9258957801612275e-08,2.8886674385830705e-08,9.101453812832004e-09,1.6424531734671175e-09,2.4500068640520567e-10,2.4887661376205017e-11,1.4678376786605998e-12,3.913806102270416e-19,7.987215923377367e-12,6.977197899299403e-12,6.054308963887589e-12,3.727427654726112e-12,1.5176234834796132e-12,5.332158868089076e-13,8.534462063924594e-14,4.0153456890120833e-20,48.25364685058594,43.2911262512207,22.38860321044922,8.78934097290039,6.99065054732273e-08,1.1136883415474585e-07,1.0421768337209869e-07,9.060688199724609e-08,6.234327543097606e-08,1.0514281001405834e-08,2.0602747952125355e-08,3.8806714286465656e-08,28.68332290649414,43.7999153137207,40.90738296508789,37.44632339477539,28.04275131225586,5.956153869628906,10.922548294067385,18.48603057861328,2
734,0.6666667,1.3711959,551.45935,21.614017,0.3119648,0.999611,5.43268934612845e-13,2.443948599051282e-09,6.560366139218843e-10,2.8911292804245647e-10,1.2087414402728314e-10,3.1124460647680146e-11,1.683685482700703e-11,1.6444687408675997e-12,8.741447513602364e-17,5.937261316271704e-13,4.56339664407085e-13,7.023629724697833e-13,8.408014952679399e-13,7.561291003044257e-13,1.171173076054688e-12,3.0633476441263574e-13,2.3802876472473145,7.503076553344727,10.49352741241455,8.054272651672363,6.100043581369618e-09,5.911622746879175e-09,3.409090343353682e-09,1.0715837106545223e-09,3.574546880713569e-09,2.008334609726603e-09,1.5278047715838736e-09,2.063645476724218e-09,8.690441131591797,7.125761032104492,4.636569499969482,1.1546465158462524,5.909530162811279,2.6112990379333496,1.958802938461304,3.281128406524658,1
740,0.6666667,2.786846,738.0827,87.51994,0.762726,0.99735975,1.012125279420406e-11,1.971989904703264e-09,9.709969495119708e-10,2.7089241960709387e-10,7.915863103891141e-11,1.4823586802492628e-11,2.1982309161426745e-15,1.672268031006603e-16,1.6660913608761065e-15,4.953546795839758e-13,6.780342346607293e-13,6.408162845847333e-13,5.151869599331893e-13,3.311248302460823e-13,1.3405617232301428e-16,1.8726785078688084e-17,7.380037784576416,11.158195495605469,10.858114242553713,5.869739532470703,1.961193873967204e-09,9.102074094435864e-10,4.2364181607190687e-10,3.0446598575650796e-09,3.573556450753301e-10,3.91595511572973e-09,6.261331453316643e-09,1.582622810580858e-09,2.459355354309082,1.5887210369110107,0.7630199193954468,4.8085784912109375,0.7990381717681885,5.164909839630127,7.712196350097656,2.3122923374176025,2
745,0.6666667,7.9162426,9000.97,1723.6918,0.6396318,0.999949,7.942534807625634e-08,5.1168495218689714e-08,1.4751559085368626e-08,2.793428599545677e-09,4.5818018823418067e-10,6.016100118078072e-11,4.251510601904762e-12,1.8527837998713054e-21,1.2765743323539525e-11,1.2191468320987829e-11,9.775642101361726e-12,6.382837400981112e-12,2.8925102330684682e-12,1.3210201162128232e-12,2.5654573409215897e-13,2.085061356436961e-22,63.68932342529297,57.45842742919922,32.00164031982422,14.217796325683594,1.1381386144648788e-07,1.027038578627071e-07,1.557533408913514e-07,6.967555776782319e-08,1.4923165281288678e-07,6.17877446984494e-08,5.070228326076177e-08,1.857556597428811e-08,43.10308837890625,37.9611930847168,53.70981979370117,27.66451072692871,51.22857666015625,23.808351516723636,20.46913719177246,9.879402160644531,2
746,0.6666667,2.243574,792.99194,19.742233,0.3343844,0.99179053,2.1529775295903164e-08,5.994887253280012e-09,1.335825117187994e-09,1.7400714202864262e-10,1.7712477318188036e-11,2.908431308290549e-12,1.3388360755798469e-17,3.254757134109592e-15,3.5046971835067664e-12,1.4418398116070041e-12,8.662090684487257e-13,3.806123168373365e-13,1.0354278469782568e-13,5.868613564942797e-14,7.21332358322846e-19,3.0156164926332127e-16,6.354898452758789,5.534608364105225,2.3592255115509038,1.6613893508911133,9.207020146284605e-10,4.250593654830936e-09,7.586120176483746e-09,7.463454743117381e-09,1.4231155809341091e-08,7.145379843365163e-09,7.918600886114291e-09,5.051560503233077e-09,0.3504418730735779,1.6591631174087524,3.0466175079345703,3.085651159286499,5.487963199615479,2.9293034076690674,2.8819868564605717,1.8333925008773804,2
747,0.6666667,2.6492574,2914.9094,936.6049,1.2946417,0.9963557,3.376131729737608e-08,1.2927488413083664e-08,4.058658298333739e-09,5.990808404909841e-10,9.238046438930779e-11,1.41179888960008e-11,1.2603616067474732e-12,3.3795586758912e-21,5.385979856553647e-12,3.033345710029556e-12,2.653959300588649e-12,1.358997658330863e-12,5.808622354809556e-13,3.1007450296619e-13,7.637645263415192e-14,3.8844472752298267e-22,25.880033493041992,21.91578865051269,11.781688690185549,5.520723819732666,5.154495497095013e-09,1.065326138416367e-08,5.8162590299559724e-09,1.2226543333326845e-08,6.082727210809935e-09,3.255034908278276e-09,7.01077107478909e-09,1.0568321329174069e-08,2.660707235336304,6.128170013427734,3.12689208984375,7.441627979278564,3.7360153198242183,1.723116159439087,4.152082920074463,5.4321064949035645,2
748,0.6666667,0.46577007,483.9159,6.213392,0.0,0.99898636,5.967903060621893e-09,1.4623696698023991e-09,6.149627473917008e-10,2.273494031923562e-10,7.03745881014406e-11,1.3195270397170498e-11,8.374381917086726e-12,1.3034929674198936e-15,9.535510402114422e-13,3.491269773281403e-13,4.1894119466937e-13,5.427752431536037e-13,4.794244428535377e-13,3.150246177200528e-13,5.705018705712274e-13,2.2590418995853433e-16,3.55000638961792,7.5290093421936035,7.729200839996338,5.207906246185303,4.403521991491743e-09,2.8144280239672526e-09,2.788178354862225e-09,5.115331713767546e-09,3.397645054192821e-09,3.988600116855423e-09,3.446454455158232e-09,2.0773140985141936e-09,4.815295219421387,2.8975532054901123,3.9957566261291504,3.7820868492126474,3.571472406387329,4.2609076499938965,2.826064348220825,2.6278624534606934,1
750,0.6666667,0.0,706.404,98.85954,1.397636,0.9997642,2.016226297030244e-09,1.357538415014403e-09,1.357484347153104e-09,2.408216404070629e-10,4.264948810783764e-11,1.787809483788649e-11,3.6960473744074296e-12,3.452115863759403e-16,3.19601983767015e-13,3.1780939100008176e-13,9.033977992761733e-13,5.637806302534465e-13,2.8382981728802825e-13,4.1853892855832353e-13,2.459697484753776e-13,5.532837078566321e-17,5.91054630279541,6.488062858581543,4.744454860687256,5.055466651916504,3.413788585149291e-09,2.8859419742843784e-08,5.595413909986746e-09,2.28324559259363e-09,2.949752442304998e-09,3.6158180893863805e-09,3.4155693828807902e-09,3.5668126230348203e-09,1.82142186164856,13.395161628723145,2.907127857208252,1.334960699081421,1.461694598197937,1.6496559381484983,1.992436647415161,1.6440117359161377,2
751,0.6666667,1.680947,1826.1019,125.448395,0.79860777,0.9998876,5.083047760479076e-09,1.1217148987441306e-08,3.552865779354874e-09,4.967648514764278e-10,1.2223053125204328e-10,1.610640440463662e-11,9.520934083175666e-16,2.275481220904773e-18,7.984180807815712e-13,2.568239891587165e-12,2.302678447224649e-12,1.1373757838328837e-12,7.921988260696511e-13,3.6876670337152034e-13,6.170694577751682e-17,3.3535969984431125e-19,7.677525520324707,9.328531265258787,9.50542449951172,4.166988372802734,5.8147360704197126e-08,4.22159338597794e-08,2.0915489784556485e-08,1.3040641455575042e-08,1.9354077451794183e-08,1.5233931449643023e-08,2.3053758013702463e-08,2.819500011241871e-08,10.216339111328123,9.790079116821287,4.742706775665283,3.866956233978272,4.518070697784424,3.194183826446533,5.159902572631836,7.4853196144104,2
756,0.6666667,1.6921874,897.6226,45.62794,0.42704675,0.99523646,3.4291926936935724e-11,4.644057138847302e-09,1.4848032803271847e-09,3.584372798570712e-10,1.5855172730283584e-10,5.952897896843723e-11,1.9126503766203617e-12,1.9899169118042792e-12,5.491947330661228e-15,1.115150615078886e-12,1.018531396376754e-12,8.606947077792472e-13,1.0876181682703545e-12,1.4294349124505112e-12,1.3120219158075513e-13,3.5313632985693733e-13,6.567833423614502,10.048794746398926,12.821681022644045,12.270708084106444,7.233664334194145e-09,2.2959263379362933e-09,3.2487543766279714e-09,2.7748305875263672e-09,1.6804019287164351e-09,7.17888504198072e-09,6.399173635429633e-09,5.772300415429754e-09,7.183460235595703,2.231449842453003,2.7218234539031982,4.276008129119873,1.9870007038116453,6.213905811309815,6.045351505279541,4.44575834274292,1
759,0.6666667,1.0401441,1131.6475,48.1818,0.5415614,0.98541754,1.9881566615254087e-08,8.87032758356554e-09,1.3903216355970471e-09,2.000797444390301e-10,2.6617506809767374e-11,5.965904853466597e-13,2.2085211488419526e-16,4.809624598681736e-16,3.101799416274642e-12,1.998093097227427e-12,8.838731070832939e-13,4.506912692440329e-13,1.6921623065442593e-13,1.3438548708620372e-14,1.40402940565954e-17,6.691294262023976e-17,7.618685722351074,6.955256462097168,3.467742681503296,0.1542626321315765,2.306066626545089e-08,1.5949051856978258e-08,1.3338616877689444e-09,5.751493725725253e-10,7.652521283318947e-09,7.288595504917339e-09,6.2200271599976994e-09,7.60891438744693e-09,8.607185363769531,5.19457483291626,0.524591863155365,0.2531117796897888,2.60062837600708,2.142087459564209,2.085268020629883,2.4842801094055176,2
760,0.6666667,2.5821216,340.92072,45.733097,0.9286254,0.99856764,9.952823010195287e-10,5.567121741899272e-13,1.9598421496791474e-10,2.6473995218267987e-10,8.52110951243823e-11,1.572285704409815e-11,3.4398048645578605e-12,6.4534693803520375e-16,1.6925253787467706e-13,1.4987513465280895e-16,1.4595777657246817e-13,6.500587828445203e-13,5.685445061791305e-13,3.5308992600395495e-13,2.076369946205775e-13,6.801549496743414e-17,0.737761378288269,4.702356815338135,5.998960494995117,3.222462654113769,3.356666500309302e-09,1.283403716634268e-09,4.746477433315022e-09,2.2157804480116283e-09,1.9358359359955557e-09,6.901897942057643e-10,4.4362666318242816e-10,6.00537619632746e-10,5.470944404602051,1.9501017332077024,6.548264026641846,3.6957294940948486,2.910006046295166,1.2580045461654663,0.9711035490036012,0.9305366277694702,1
765,0.6666667,3.520541,2971.5051,377.27487,0.6982317,0.9995918,7.313331364111608e-12,1.5507447770346516e-08,5.697401661564072e-09,1.436470498106246e-09,3.721841723702824e-10,8.476484097963422e-11,1.5049453003235236e-11,4.8093723416821315e-17,1.181031590883827e-15,3.7615032616455935e-12,3.892124036258826e-12,3.391531413349247e-12,2.46271926462871e-12,1.9491472238314378e-12,9.65485612465511e-13,6.436121533478616e-18,19.58674430847168,25.509164810180664,21.513038635253903,14.53642463684082,1.434011842604832e-08,4.958513599717662e-09,5.6219682242897315e-09,2.7741050345753138e-08,2.6560586618984416e-08,6.026431975669766e-08,3.244146995484698e-08,2.6517916751345183e-08,8.087300300598145,2.970132827758789,3.823131799697876,12.490045547485352,13.660645484924316,24.339881896972656,13.625347137451172,11.905942916870115,2
772,0.6666667,0.0,475.86298,36.458065,0.7634931,0.98058796,8.932478021139723e-12,2.9150082347939583e-09,5.743184816608958e-10,1.2376297209293338e-10,3.379739543785121e-11,5.676390347347793e-12,5.204022197164652e-16,1.5351282352391095e-16,1.4107035157406465e-15,6.762744119044596e-13,3.781075387683519e-13,2.87126903199611e-13,2.225080878012417e-13,1.3169078728978573e-13,3.4261132757676756e-17,2.3762429037339402e-17,2.8596630096435547,4.5011091232299805,4.101644515991211,2.8434531688690186,1.2555739781205943e-10,2.8612483493617447e-09,1.2257149073491293e-08,6.551877262950256e-09,3.2776341640783357e-09,2.757421846411034e-09,1.1309496672495811e-09,1.60033586382724e-09,0.1249501556158065,1.4091531038284302,6.3782806396484375,3.12467360496521,1.8440872430801392,1.2668330669403076,0.5303406715393066,0.8210326433181763,1
774,0.6666667,0.36049175,673.87726,15.077095,0.11975377,0.9899937,7.111786715086055e-09,2.555402556225772e-09,9.92862014825846e-10,1.3382965569075367e-10,5.4376517177878725e-11,5.996131542673755e-12,3.3179991550504404e-14,2.1371064775699625e-17,1.1246806437548162e-12,5.948068643527038e-13,6.562322300146528e-13,3.1150787244832445e-13,3.594016360561336e-13,1.3956861382759258e-13,2.193031616154191e-15,3.3499565765672666e-18,7.142026901245117,5.889486789703369,8.101286888122559,2.593595266342163,2.708275159690743e-09,3.291389827353441e-09,5.5031992296505905e-09,4.643982975949257e-09,7.165293247624049e-09,2.7051507700548427e-09,5.6102660295209725e-09,3.4811507010346077e-09,1.5470253229141235,2.2059988975524902,3.9161136150360103,3.5854275226593018,4.932247638702393,1.6560519933700562,3.21950364112854,2.668102264404297,2
775,0.6666667,3.791981,4844.4536,3566.3672,1.9569927,0.99924016,3.960714423101308e-08,2.0327355798599456e-08,6.404326846620734e-09,1.428105411704905e-09,3.1977773207181315e-10,4.7674031389277616e-11,7.0608844292274756e-12,1.0641377102410532e-12,6.347677591889145e-12,4.843429910611485e-12,4.290172817694726e-12,3.321723104909857e-12,2.0822156932692737e-12,1.0830870705511029e-12,4.473071761081082e-13,1.3852970420086266e-13,36.33953857421875,41.25014877319336,28.49991798400879,14.003273010253906,1.2048724240543152e-09,7.429596937669203e-09,2.907889706804667e-09,1.4396090541879404e-08,3.8935237256509936e-09,2.806469501237529e-09,3.545423288286997e-09,8.452968991434773e-09,1.178094506263733,5.721343040466309,2.156454563140869,8.628375053405762,2.9386229515075684,1.7873297929763794,2.3173723220825195,5.783598899841309,2
784,0.6666667,4.6461124,6269.8906,532.82043,0.42600566,1.0,2.1793196580688345e-08,1.949738681616964e-08,8.601379164474565e-09,3.0445779231058623e-09,1.1125945720280583e-09,3.9472763946335476e-10,1.2292626638821247e-10,1.880536351639428e-11,3.5346255002760567e-12,4.805221758691358e-12,6.035988549257798e-12,7.398838486327719e-12,7.677712632325749e-12,9.459593698635248e-12,8.342953931872454e-12,3.0853945700431984e-12,47.1811408996582,65.82691192626953,58.17148208618164,44.77656555175781,3.3800613863377293e-08,6.842252275873761e-08,2.9537464030227056e-08,3.7205879266366544e-08,2.7193463481012262e-08,5.536366032288242e-08,2.9551960878393402e-08,4.0872862427931984e-08,31.6009578704834,50.33600234985352,27.742982864379883,33.48186492919922,27.25682640075684,43.053993225097656,26.745153427124023,37.06122970581055,1
786,0.6666667,5.972418,4434.9336,90.28766,0.22907557,0.9999224,3.844554008480827e-09,1.7862513246313938e-08,7.438810900595172e-09,2.148982769512031e-09,6.159852072862292e-10,1.0429428154434815e-10,2.9024768699592585e-11,4.1848403912927556e-16,6.274009090034839e-13,4.423078656806689e-12,5.164286533132501e-12,5.106261767584552e-12,4.073298989770713e-12,2.380916427555113e-12,1.8322465940301402e-12,5.21553787478037e-17,26.571483612060547,37.91785430908203,34.96711730957031,18.97739791870117,1.2157906681409258e-08,2.9271737034264333e-08,3.7207303904551736e-08,1.8593400596955693e-08,2.955938604998209e-08,2.519388431210245e-08,1.9555958630235185e-08,2.6994595003770886e-08,7.655431270599365,17.338415145874023,21.72638893127441,12.117751121520996,18.121723175048828,15.844335556030272,12.575987815856934,17.79842185974121,1
788,0.6666667,4.996632,3279.078,311.96118,0.60206705,0.99956656,1.836724999523809e-12,1.3813600041601148e-08,4.737747083538579e-09,9.117724353302491e-10,2.147160921284197e-10,1.873714551570149e-11,3.5623309967627447e-16,7.322731119120251e-16,2.969533929835638e-16,3.3331143834552934e-12,3.1773349142699688e-12,2.0988796638199414e-12,1.363412095896355e-12,4.1247886183037874e-13,2.150374620031436e-17,8.18543655817892e-17,22.69697570800781,28.23652648925781,21.10068893432617,8.00515365600586,2.5631141653548184e-08,1.9130574457904004e-08,1.0129368455125132e-08,6.200637781006435e-09,8.619924329877904e-09,1.3171184143345728e-08,9.52474543680637e-09,3.2991053444675345e-08,11.493396759033203,10.743796348571776,6.369266986846924,4.970122337341309,5.886080741882324,8.210192680358887,5.623558044433594,17.02097511291504,2
789,0.6666667,2.253004,114.029655,10.641634,0.0,0.99698097,5.669434699484554e-09,8.440326718518309e-15,2.4431151546266955e-10,4.6850818363752815e-11,5.023342505849904e-11,1.8306094487496868e-11,4.939053072777755e-12,2.3626539093213328e-12,9.795380652433128e-13,2.3719778364185253e-18,1.9297637218664706e-13,1.2148477211183786e-13,3.5952412379657017e-13,4.370774304551101e-13,3.208408473794056e-13,2.904161286454432e-13,2.9225969314575195,2.7565789222717285,7.576089382171631,5.796533584594727,3.275377746803088e-10,5.59176760450697e-10,2.0452323168385078e-10,9.14005260366224e-11,3.9813205510164096e-10,2.1239400516126492e-10,1.3446599389510538e-10,2.7704966099051376e-10,2.667792558670044,6.204721450805664,2.648557186126709,0.7135396599769592,3.9983372688293457,1.3825660943984983,1.4510493278503418,2.968746900558472,1
795,0.6666667,1.7562988,287.0161,21.170815,0.339896,0.9901312,7.215024950646236e-15,1.1314581493948592e-09,2.3908450219600747e-10,1.3826723099796823e-10,5.1124549038661365e-11,3.542324766847571e-11,1.3374329421722564e-11,1.7715593532072196e-12,1.1664299224327164e-18,2.781332293384093e-13,1.6867356036204264e-13,3.398862680019377e-13,3.60682512502708e-13,8.707685722648961e-13,9.435558888035156e-13,3.469007036922128e-13,1.7299435138702393,5.577835559844971,7.461559772491455,9.129329681396484,2.5161959182895544e-09,1.288657180964492e-09,3.402065851254576e-10,1.472010180414429e-09,2.301955515093823e-09,1.4306773543637519e-09,8.348683966374891e-10,1.952254136128317e-09,6.302165985107422,4.110199451446533,1.328065037727356,3.809499979019165,4.7811279296875,2.874023199081421,2.1571080684661865,5.182058334350586,1
797,0.6666667,4.368187,1819.8982,29.603045,0.18630166,0.99998033,1.4343727094967562e-08,6.4622871498443155e-09,2.651167063660864e-09,1.0692559060387907e-09,3.0795238581404755e-10,9.1705282256882e-11,1.3203666458794228e-11,5.645601174053549e-13,2.363170423236305e-12,1.636489771819627e-12,1.8864239597488064e-12,2.588321267385507e-12,2.0769614327009744e-12,2.124109482054548e-12,8.458860239861365e-13,7.241521835302246e-14,8.730114936828613,19.101037979125977,19.42926406860352,16.80668830871582,1.1254966736373715e-08,1.0565142538609962e-08,9.887672014485815e-09,8.343697288637486e-09,1.2758499146059421e-08,9.19319642633809e-09,1.2592154874369044e-08,1.0421800311632978e-08,9.67679500579834,11.539141654968262,9.953755378723145,8.3343505859375,12.720040321350098,8.923880577087402,10.84388542175293,10.34426498413086,1
