,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,ASSOC_PROB_BAY,Flux_Band_0,Flux_Band_1,Flux_Band_2,Flux_Band_3,Flux_Band_4,Flux_Band_5,Flux_Band_6,Flux_Band_7,nuFnu_Band_0,nuFnu_Band_1,nuFnu_Band_2,nuFnu_Band_3,nuFnu_Band_4,nuFnu_Band_5,nuFnu_Band_6,nuFnu_Band_7,Sqrt_TS_Band_2,Sqrt_TS_Band_3,Sqrt_TS_Band_4,Sqrt_TS_Band_5,Flux_History_0,Flux_History_1,Flux_History_2,Flux_History_3,Flux_History_4,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1
153,0.6666667,0.0,417.8584,27.040756,0.66033083,0.99433035,6.522475892722923e-09,1.2511242042378967e-09,4.958827792833631e-10,1.3180047331307063e-10,1.8597977324841253e-11,1.2203348141032189e-12,1.857218155307261e-12,5.068700742906897e-16,1.0295203274959808e-12,2.89864351054811e-13,3.2594264201719897e-13,3.053593890332135e-13,1.222440795508109e-13,2.8273095805742343e-14,1.2207452388356133e-13,7.805715658391756e-17,3.7975566387176514,5.438086986541748,3.0103201866149902,0.7117025256156921,3.3273452881843472e-09,4.031373013191342e-09,9.362953079516956e-09,4.236408557289906e-09,2.1903741043161062e-09,5.875221642526185e-09,3.2821376727554244e-09,1.8989263494972874e-09,2.8502397537231445,2.982509136199951,5.314269542694092,2.292194604873657,1.5177539587020874,3.284684181213379,2.096736192703247,1.0997294187545776,1
156,0.6666667,7.5610733,2474.1655,101.912346,0.26706934,0.99997485,2.334593629527149e-11,3.388822111816125e-09,3.201084508575036e-09,1.44512113386952e-09,7.386812828080734e-10,2.9624133701666716e-10,9.203313111605381e-11,1.1093228766134722e-11,3.879820862371167e-15,8.79661523744274e-13,2.3572103470537176e-12,3.613032399304994e-12,5.200088189910579e-12,7.134887299031778e-12,6.197924552059364e-12,1.6631982249770694e-12,23.63853073120117,39.78407669067383,44.34627151489258,35.83063507080078,1.1177938574746804e-08,1.489697254442035e-08,9.046338789175934e-09,1.2733495147188025e-08,8.831392506181146e-09,8.798974882040511e-09,1.1593503934648196e-08,1.0641229231111993e-08,23.375333786010746,27.35698127746582,22.260047912597656,25.588891983032227,17.513273239135742,17.437166213989258,21.450035095214844,20.847644805908203,1
162,0.6666667,4.4214544,1016.05994,38.970222,0.27859876,0.99962795,3.1260993793580383e-09,3.3777265429080212e-09,1.238932401115278e-09,6.496260196442448e-10,3.101157108886809e-10,9.780729004482679e-11,3.222724170859337e-11,1.704814241165753e-12,5.225627873126082e-13,8.858941683530241e-13,9.176739229621589e-13,1.6231148369794113e-12,2.167116746470965e-12,2.3287088403434186e-12,2.127626417061657e-12,2.347645190227399e-13,7.686361312866211,18.70794486999512,22.319095611572266,17.53861427307129,4.7697992222595084e-09,4.189515845354208e-09,3.288106453780415e-09,1.910644975566811e-09,3.5066725079246903e-09,3.886231336736046e-09,3.6947376269580445e-09,7.297456416921477e-09,12.857234954833984,11.371782302856444,8.343411445617676,6.2177581787109375,8.353376388549805,8.061002731323242,9.434898376464844,14.802051544189451,1
166,0.6666667,4.4736166,3087.884,325.57568,0.54187524,0.999984,3.7480005210532845e-11,8.981507981786763e-09,3.844749851822371e-09,1.453153597452683e-09,8.015560437613091e-10,3.3861866088891185e-10,1.1214246892210511e-10,4.617006083007525e-11,6.183610294950093e-15,2.3013945350119917e-12,2.810180256898609e-12,3.6351724581884523e-12,5.692413120733653e-12,8.270359223849777e-12,7.739629249992053e-12,7.774952556771629e-12,11.810422897338867,24.63227081298828,39.26375198364258,39.50678253173828,9.667648015465602e-09,6.390440177028722e-09,1.0565248231841906e-08,9.92826443280137e-09,1.3171660206978686e-08,2.2056866555431043e-08,2.3020923833882992e-08,1.6561754634381032e-08,14.89177417755127,13.217275619506836,19.16091728210449,16.77596664428711,23.967300415039062,30.257125854492188,29.487329483032227,25.80697059631348,1
172,0.6666667,0.0,565.75256,12.242234,0.0,0.8784728,6.360695969931385e-09,3.773466428214078e-09,7.229931653363052e-10,1.4462989139651938e-10,2.335233915962132e-11,6.258796432512259e-12,5.020325400887448e-18,5.464241306473014e-17,1.0012150613789017e-12,8.683910253208528e-13,4.714396733239423e-13,3.3283797809882665e-13,1.5227279344127292e-13,1.440342121830987e-13,3.2735861442363314e-19,8.205850879388361e-18,4.092142105102539,5.096271991729736,2.9909634590148926,1.8648914098739624,4.079159232617258e-09,3.6262091107630563e-09,9.751190965801015e-10,6.1869203094033765e-09,2.734754867006472e-09,4.516486740158143e-09,1.536486826658745e-09,6.999224311243779e-09,2.1609344482421875,1.824628472328186,0.4487622082233429,2.802107334136963,1.4043492078781128,1.7166768312454224,0.6162698268890381,3.4201221466064453,1
173,0.6666667,1.681162,584.29395,16.806847,0.21633819,0.99888945,2.245516483867505e-08,1.8786754374389147e-09,8.393841177678495e-10,2.576779067897661e-10,1.1517996972854049e-10,3.074089247045997e-11,9.270630270397096e-12,2.085822867778451e-15,3.6010419906390427e-12,4.526074339535752e-13,5.780720411900643e-13,6.207934557037055e-13,7.932282218223174e-13,7.406045720269316e-13,6.384552717238201e-13,3.7524517769387086e-16,5.411375045776367,9.44545078277588,11.302007675170898,9.025218963623049,4.0079868313114275e-09,4.794182384415535e-09,2.9635911502623454e-09,2.918091990267157e-09,3.00181568491098e-09,3.932326020361643e-09,2.7354709608573557e-09,2.517574149152324e-09,5.294439315795898,6.573501110076904,3.4245681762695312,3.7489616870880127,3.775790691375733,5.916896820068359,2.898322820663452,3.987570762634277,1
177,0.6666667,0.0,260.25784,15.261884,0.21209995,0.99429685,3.808641943492397e-11,1.0843913544889006e-09,1.8347895425208091e-10,1.3779581642392458e-10,6.418407472175147e-11,1.574996036368681e-11,2.1789887602596814e-12,8.392887947128447e-12,6.154034022014341e-15,2.662092822656309e-13,1.292379018472817e-13,3.38277555923458e-13,4.520962597343026e-13,3.8664874795792125e-13,1.5348242425258785e-13,1.6341884442883092e-12,1.5147720575332642,6.33075761795044,9.039003372192385,4.951462745666504,9.500706887877186e-10,1.7850391165197264e-09,1.2645851032999642e-09,6.80157208332588e-10,1.207238753409001e-09,1.8020198666590655e-09,7.871011620252942e-10,1.959429285491865e-09,2.794707536697388,3.977654218673706,3.447350025177002,2.225236415863037,2.9936864376068115,3.8890373706817623,2.806360006332397,4.946238040924072,1
183,0.6666667,1.460437,403.5292,29.399483,0.6108893,0.99864256,5.397978508625556e-09,2.583810054801461e-09,5.559032123514385e-10,1.4873985376695487e-10,1.766457986829284e-11,7.606961067996298e-12,5.033726752514767e-16,8.844412832317849e-13,8.554315567531334e-13,6.044917713089737e-13,3.6966122437392955e-13,3.479823037794844e-13,1.1746488926944049e-13,1.7796761243513148e-13,3.3472978526423986e-17,1.4139159136040969e-13,3.619615077972412,6.787456512451172,2.794438600540161,3.541619062423706,5.0444231014523674e-09,1.7904832061432783e-09,9.867267891650044e-09,4.165570111069883e-09,4.8061110646813185e-09,3.22190940593714e-10,1.9229371428508557e-09,4.4407872934471015e-09,3.52246356010437,0.938596248626709,6.834932327270508,4.13425350189209,3.52894926071167,0.198959931731224,1.493770718574524,3.610619306564331,1
191,0.6666667,0.0,265.7396,7.83602,0.0,0.9986084,1.1471336380797226e-10,5.962744675184345e-14,7.223525111399454e-10,3.7303302807822896e-11,4.075467394115684e-11,1.236113381791748e-11,1.7573837350626233e-12,2.3298091835757473e-14,1.8347700949153913e-14,1.4271712722208138e-17,4.935975673331372e-13,8.928471297801195e-14,2.784846463675661e-13,2.958613172163172e-13,1.2008544657791942e-13,4.079882421216107e-15,4.176877498626709,1.5468002557754517,5.28426456451416,4.829248905181885,2.455140313273318e-09,3.687344873881671e-09,1.350966116753227e-09,1.8886714414634302e-09,2.816105348912856e-09,2.332964488260813e-09,8.215241820153095e-10,5.589411711248714e-10,3.928227424621582,3.3104560375213623,1.456361174583435,3.1309680938720703,3.0915396213531494,1.9577348232269287,0.8682408928871155,0.5320728421211243,1
192,0.6666667,0.8847422,913.09595,22.446869,0.2779596,0.9895131,1.1998313453887022e-08,7.91910714781352e-09,1.1046866754682583e-09,3.3902250451411925e-10,8.290043651548729e-11,1.416629834272154e-11,5.082139136608488e-12,5.5356580953273726e-18,1.9054373964072498e-12,1.8623731029565604e-12,7.391609026241587e-13,7.972949015409847e-13,5.546982144444268e-13,3.331554324949304e-13,3.400528827707944e-13,9.031729716452385e-19,6.339229583740234,11.2444429397583,9.43740177154541,5.39443826675415,9.11378794654638e-09,7.378934352431088e-09,7.975129001636105e-09,3.2004012773256822e-09,1.2287054929061014e-08,3.864452313706579e-09,4.561778510492331e-09,6.709157229778384e-09,6.170844554901123,4.510665893554688,5.699113368988037,2.408682346343994,7.9687581062316895,2.5550827980041504,2.6167447566986084,3.664552688598633,2
197,0.6666667,2.7218008,192.78944,18.710556,0.31231037,0.99892914,1.065193332844272e-11,1.4973826623077e-09,2.0776448617088048e-10,1.3303599888381254e-10,8.040506455087025e-11,1.9073033083460974e-11,2.2207830192855216e-12,1.82675248900216e-18,1.831615151296753e-15,4.1458454507967146e-13,1.6029141718370418e-13,3.366767043107288e-13,5.561644352523877e-13,4.4110800624143364e-13,1.38525828178096e-13,2.038817713220569e-19,1.8660210371017456,5.685510158538818,9.30578327178955,5.728861331939697,7.102424204319391e-10,1.1247988651597039e-10,7.523512368656782e-10,1.110727954056756e-09,8.652828453747928e-10,1.1527593324345276e-09,7.25521920319494e-10,8.203326212763429e-11,3.982510566711426,0.5089288353919983,4.436916351318359,4.764906883239746,4.110036849975586,4.889115810394287,3.182312488555908,0.4140607118606567,1
198,0.6666667,6.306269,3737.2861,344.50244,0.49642843,0.99696195,3.813076965286655e-09,1.14074296675426e-08,5.267515312823434e-09,1.7795021012290135e-09,7.324880146875046e-10,1.8932340417610047e-10,5.3852866610526455e-11,3.050952502789417e-12,6.246287124686556e-13,2.8631849495475148e-12,3.739550336057107e-12,4.32939144603961e-12,5.010637304375676e-12,4.466674859843201e-12,3.552623906860619e-12,4.374464657695698e-13,23.6230583190918,37.71302795410156,40.35653305053711,26.96609687805176,1.2821576689248104e-08,1.1254075893418758e-08,1.0444746401105933e-08,5.570547134681192e-09,3.0959466101876394e-08,1.8810256463552832e-08,2.8027795195839644e-08,1.511614478033607e-08,15.125191688537598,13.212446212768556,11.931023597717283,7.239937305450439,29.764217376708984,18.23350715637207,24.3663330078125,16.206640243530273,2
203,0.6666667,4.3695817,1404.24,255.53964,0.818748,0.99962103,1.3494497075328128e-08,3.945237025959614e-09,1.8051644623540142e-09,7.792022027608424e-10,4.0445627402796447e-10,1.2704547136532796e-10,5.8045419165653194e-11,3.3701708958278065e-12,2.2341017924532025e-12,1.0157194096221957e-12,1.3189207755462397e-12,1.9387857205094283e-12,2.836748414294932e-12,3.0556720348462467e-12,3.910524248168512e-12,5.105460867439737e-13,11.440289497375488,23.352338790893555,29.36386108398437,22.311622619628903,7.79550823892805e-09,5.1103299369970046e-09,6.247734329889454e-09,4.664235220275259e-09,6.434486721218491e-09,3.887874466812491e-09,2.0460440453007326e-08,4.202915793172224e-09,17.301349639892578,12.094858169555664,13.362317085266112,11.543895721435549,15.600571632385254,9.093117713928224,29.29207420349121,9.55263900756836,1
204,0.6666667,1.7924104,1398.6343,60.110516,0.368834,0.99984354,1.115260150896802e-08,5.784496881489076e-09,1.948760264269822e-09,6.499854543484672e-10,2.352585903864224e-10,9.017410429468241e-11,2.564616921607588e-11,3.8851374374593295e-12,1.7902349524687169e-12,1.396961539501529e-12,1.3459691260847562e-12,1.5697212410112349e-12,1.6248832791429524e-12,2.1777133048239694e-12,1.7713286349849144e-12,7.059980313035842e-13,9.98167324066162,17.381799697875977,17.133525848388672,16.287622451782227,4.826146593472913e-09,1.2872344967718165e-08,7.396304901874373e-09,1.0622414947647485e-08,7.480169372797718e-09,1.3160843970183578e-08,8.517688776521481e-09,4.3144057215727125e-09,5.842501640319824,11.993749618530272,7.542920589447021,9.274459838867188,8.598308563232422,9.586989402770996,8.897906303405762,4.762943267822266,1
209,0.6666667,3.224402,1136.28,124.22853,0.76364005,0.9999574,7.19869985843502e-09,3.113387991859895e-09,1.759671297563159e-09,4.688153198983969e-10,1.8817759850353608e-10,3.0681249207908934e-11,7.166108852152409e-12,1.3323756915982314e-18,1.1831038536011529e-12,7.829278675028363e-13,1.2400311897101113e-12,1.1245979191290556e-12,1.2540997971002832e-12,7.029976644215563e-13,4.528712745522495e-13,1.6461823475524666e-19,6.797867298126221,11.087685585021973,15.08757209777832,8.016167640686035,1.657647707986598e-08,1.426969120643662e-08,9.625773067512e-09,6.7653771473885635e-09,4.847740431301872e-09,1.3798925335706256e-09,5.440484063257145e-09,6.148060283095447e-09,11.138630867004396,12.948652267456056,8.293577194213867,6.230180263519287,5.721411228179932,1.8365724086761477,4.868515491485596,6.755931377410889,1
213,0.6666667,0.0,1143.7643,92.21433,0.5644799,0.99904114,2.207021674791032e-12,5.962681015603266e-09,1.3227694495299147e-09,4.3199699373275275e-10,1.341085159589639e-10,6.645754779821543e-11,1.4169075635006578e-11,3.0353673134003722e-12,3.5382869077637473e-16,1.435488988961453e-12,9.101908679878812e-13,1.0400135613819472e-12,9.2279374246107e-13,1.5999360039944954e-12,9.749667436234621e-13,5.444489802573782e-13,8.138689994812012,14.139824867248535,13.99131965637207,15.174400329589844,4.546900911339691e-10,4.165384037690956e-09,4.996381974819997e-09,1.0477274159370609e-08,7.938038670829428e-09,1.1426242174650271e-08,1.0181255838404011e-08,7.347277009017716e-09,0.685920238494873,5.57282304763794,6.075827121734619,11.884258270263672,8.74731159210205,11.481409072875977,8.830952644348145,8.575704574584961,1
218,0.6666667,0.0,499.14755,12.813997,0.0,0.9973955,3.013953531194602e-09,4.342032955406694e-09,9.134816791878108e-10,1.309343189426215e-10,3.644487836518273e-11,1.0282690497687152e-11,1.6690403399632905e-12,3.143468307436267e-17,4.775880754238905e-13,1.0156211809053683e-12,6.07289771855507e-13,3.0626130971544985e-13,2.4228839420881165e-13,2.405168078589704e-13,1.1095911380465048e-13,5.021222478261763e-18,3.065074920654297,4.008166790008545,4.917915344238281,4.605827808380127,6.2005476308968355e-09,1.968945451125137e-09,2.612055904904764e-09,3.977135065724724e-09,1.9772574688659006e-09,5.3445012859754115e-09,1.4587752117378727e-09,5.910884670612404e-09,3.943941116333008,2.104188680648804,2.397831916809082,1.5616658926010132,1.2732887268066406,3.095314741134644,0.792582631111145,3.550454378128052,1
221,0.6666667,1.9575359,658.7614,25.102087,0.3549441,0.92914814,6.916260453238011e-09,2.616725724990942e-09,6.579954359153817e-10,2.0000416600662876e-10,6.244720712755836e-11,1.482973466249149e-11,9.310702623249517e-16,3.460075988230124e-17,1.0998486192972945e-12,6.174387173416007e-13,4.420251057540847e-13,4.719268595701487e-13,4.1950497979906243e-13,3.4992020674258495e-13,6.254701055529097e-17,5.7201160632042475e-18,5.136435508728027,8.517579078674316,8.4570894241333,6.163535118103027,1.9823513941474853e-09,6.017065512509134e-09,3.554824212770313e-09,7.742667840204831e-09,5.183908857731012e-09,6.6433649692498875e-09,4.2742200889733795e-09,4.955584387289491e-09,1.5058585405349731,4.177789688110352,4.275358200073242,6.229701995849609,3.5125529766082764,5.664584636688232,3.7242965698242183,5.6849565505981445,1
224,0.6666667,6.3554187,2824.7095,262.5781,0.46739912,0.99956,7.327787265865027e-09,1.1024797963443689e-08,5.0114636884757155e-09,1.4078362919889287e-09,4.4544651300881805e-10,6.689034742768385e-11,6.965924798790768e-12,2.90296988703469e-18,1.1991164354865913e-12,2.742903777372408e-12,3.487536865201535e-12,3.342971732767097e-12,2.93418110988708e-12,1.5183133613219657e-12,4.3559860579689413e-13,3.50283511510234e-19,26.974597930908203,33.98464584350586,29.70692253112793,12.89168930053711,3.133622694662108e-09,1.2859445952528858e-08,7.560966963637838e-09,1.194909238222408e-08,1.4140219661840092e-08,1.874172106397509e-08,1.0408636619274604e-08,1.5475897896521932e-08,3.824018239974976,11.179762840270996,7.434427261352539,11.046675682067873,11.190449714660645,13.29509735107422,8.90345573425293,12.371350288391112,1
225,0.6666667,2.6456614,3595.5696,947.9246,1.1394556,0.9996851,1.764356483135998e-08,1.9051793032076603e-08,4.845964074462472e-09,8.208205226623021e-10,1.4515484647592558e-10,3.536941919901615e-11,1.4093638272554454e-15,3.899166287558177e-17,2.812193186652045e-12,4.4755653176575816e-12,3.189090701585795e-12,1.879665043405532e-12,9.271688234877009e-13,7.901544002431038e-13,8.747925992159879e-17,4.804968514818961e-18,28.471111297607425,26.863643646240234,16.334455490112305,10.426589965820312,1.41386014007594e-08,1.0185937426854252e-08,4.9611843522257004e-09,9.190136651682224e-09,8.991805522384766e-09,6.370350913442735e-09,4.461580438430701e-09,1.3721939140509676e-08,7.824004173278809,5.64560079574585,3.1778931617736816,5.308324337005615,5.103728771209717,3.710841655731201,2.902334451675415,7.604968547821045,2
226,0.6666667,3.6148877,1983.8201,243.49756,0.7945252,0.998909,4.301894396263606e-09,1.0566848729354206e-08,3.6316187834728445e-09,7.12298109384335e-10,1.7798644502686756e-10,1.6259542323648898e-11,2.3648936541692533e-12,4.75792594274607e-16,6.946123906094448e-13,2.5464285628024053e-12,2.438905631271804e-12,1.6454709773558453e-12,1.1378734326300544e-12,3.607357739344314e-13,1.443727543114573e-13,5.483071576809416e-17,17.378576278686523,18.74522399902344,14.292520523071287,5.166224956512451,9.373238185617085e-09,8.680784979731015e-09,6.328487067719379e-09,1.462439414012806e-08,2.192300918579804e-08,5.0998149703218594e-08,2.040867030927984e-08,3.3173208180414804e-08,5.985199928283691,5.005410194396973,3.472032308578491,7.647315979003906,9.708349227905272,19.5424747467041,9.11495876312256,14.940671920776367,2
227,0.6666667,6.5420003,5078.3774,170.83823,0.2655233,1.0,2.826236666919613e-08,1.995693033052248e-08,8.421947583769906e-09,2.6447737333512573e-09,8.802658602036216e-10,2.3480689614885364e-10,4.5133546205944335e-11,3.802295717864057e-12,4.596464701911439e-12,4.928162045114704e-12,5.879646162304519e-12,6.359949025758205e-12,5.954630885596224e-12,5.500806407598979e-12,2.9604526295690103e-12,5.423318586751659e-13,39.63402938842773,53.480506896972656,45.22040939331055,30.312274932861328,4.5342929411162913e-08,1.991212172924861e-08,2.4933553888217833e-08,3.777435964025244e-08,2.1506778580260292e-08,2.5302899331336448e-08,2.7819313075383437e-08,4.5205130305703285e-08,33.37582015991211,17.150785446166992,21.093738555908203,28.168418884277344,17.76231575012207,18.75452423095703,19.513032913208008,30.28721809387207,1
230,0.6666667,4.4354777,2037.2426,188.6428,0.64903826,0.9988039,2.6807672902817888e-14,1.3081265848313706e-08,3.776355228524153e-09,7.172788474285595e-10,1.1859763171528923e-10,1.653586469141377e-11,1.0688068192735657e-15,1.527653143009811e-15,4.353744385803429e-18,3.170302995819663e-12,2.5197604419657797e-12,1.6307161784107074e-12,7.35525952210575e-13,3.543991272322855e-13,6.212377863179454e-17,1.563989956474514e-16,17.850337982177734,17.615156173706055,10.615235328674316,5.128008842468262,4.037425327396704e-08,9.914885801265429e-09,2.9291298275779812e-08,1.72872596237994e-08,2.2188443082882262e-08,5.545833126063826e-09,4.775797535216952e-09,3.634438749955393e-09,19.042537689208984,4.736091136932373,13.118796348571776,7.9558916091918945,9.745591163635254,2.721055746078491,1.9944859743118288,1.8392488956451416,2
231,0.6666667,7.039502,2133.4932,171.33412,0.444219,0.9999871,2.066220083918324e-09,1.2385692471639231e-09,2.061531612085332e-09,1.0088668789265398e-09,5.424781179819148e-10,2.0812572498751789e-10,7.12348444120714e-11,6.580863892019506e-12,3.4540924807868745e-13,3.25487006054212e-13,1.535005954809987e-12,2.5378217322763463e-12,3.832538886944237e-12,5.011945285876562e-12,4.7790569245032e-12,9.596593268310085e-13,16.03195571899414,34.554813385009766,42.43357849121094,33.20395278930664,4.879447068617537e-09,4.175278345286415e-09,2.500889495493652e-09,3.978372742352576e-09,4.6116910290550095e-09,4.802890085642275e-09,5.949107428904199e-09,6.489825565836327e-09,15.872424125671388,14.879060745239258,11.070219039916992,16.368112564086914,15.965508460998535,14.13477611541748,17.311790466308594,20.348953247070312,1
