,Signif_Avg,Pivot_Energy,Flux1000,Energy_Flux100,PL_Flux_Density,PL_Index,LP_Flux_Density,LP_Index,LP_beta,LP_SigCurv,LP_EPeak,PLEC_Flux_Density,PLEC_IndexS,PLEC_ExpfactorS,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,ASSOC_PROB_BAY,Flux_Band_0,Flux_Band_1,Flux_Band_2,Flux_Band_3,Flux_Band_4,Flux_Band_5,Flux_Band_6,Flux_Band_7,nuFnu_Band_0,nuFnu_Band_1,nuFnu_Band_2,nuFnu_Band_3,nuFnu_Band_4,nuFnu_Band_5,nuFnu_Band_6,nuFnu_Band_7,Sqrt_TS_Band_2,Sqrt_TS_Band_3,Sqrt_TS_Band_4,Sqrt_TS_Band_5,Flux_History_0,Flux_History_1,Flux_History_2,Flux_History_3,Flux_History_4,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1
2992,2.6626225473529277,7.7825336947856005,-21.88962113564667,-26.35921541662836,-30.53585930994745,2.2003546,-30.471805598861092,2.144275,-2.921747583284883,0.5999627183162909,6.442672721376677,-30.473247374549906,2.0991037,0.07925792,0.6666667,0.6437289166771805,6.584726141638148,3.992117779438515,0.8125625,0.9989975,-16.692727443376178,-19.70354058098839,-20.626589823034614,-22.281214086756105,-23.295659877149554,-25.108293866227854,-26.43730097747372,-38.140439952924346,-25.439757484593155,-28.056804006798664,-27.933857493547762,-28.33189242085243,-28.30034239909557,-28.85638705554144,-29.139398492025098,-39.94591367569684,1.6771267571677417,2.0042453854702487,2.3316656660056108,1.672620671563488,-19.230344094205854,-19.22668517890393,-19.94705464994472,-17.765885875636684,-20.75205667033686,-19.595643242309404,-18.820181907230268,-19.119639527752796,1.2063726571307045,1.4887805119188902,0.27903285810861134,2.426594129186525,-0.6566755316926134,0.8279114055636747,1.3195619551751763,1.1382690537909472,1
2996,3.6180713199627696,6.442212979190317,-20.402559662665496,-24.545980043979664,-25.605111820588043,2.5972314,-25.47381041065744,2.5904255,-2.100024484543035,1.9349219131936117,4.0313965977006605,-25.483939968012276,2.532892,0.1899538,0.6666667,1.9084343355359803,8.528608587151414,7.541376952227944,1.3671062,0.9424642,-17.239567641738535,-17.13637279817397,-18.501612356747614,-20.52042533378302,-22.648750384592628,-25.511172667758537,-33.00492871806262,-35.9984472127249,-25.980868379520558,-25.496877946189596,-25.849442714101773,-26.631180056792374,-27.75384159786107,-29.3679389283471,-35.86073016539454,-38.283705080828746,3.1905400521919987,3.2053515552830993,2.4460999490236026,0.8069845089614932,-16.09633821316606,-17.28280575646965,-18.301312319968325,-18.027922825870828,-19.61401459387284,-24.08691989187569,-19.763232872490228,-18.650922800339313,2.981328982096632,2.065652502794328,1.231392320963328,1.531187030716905,0.13927916299159054,-2.5060639540103935,-0.12137417392421833,0.8692075174387937,2
3003,3.7716943925255673,6.425870791012885,-20.274701840409378,-24.665994936003244,-25.62878315979636,2.4813085,-25.481966295254303,2.3965073,-2.011866036849274,2.0566295146793823,4.943477238305014,-25.522194391447083,2.3590062,0.1534848,0.6666667,2.0262952552466436,8.539571322782074,6.4431079988514455,0.6813509,0.9985479,-20.307807885842667,-17.422262728653614,-18.601564616092883,-20.42889951919909,-22.270589778005863,-24.939328176061505,-35.49545913742676,-41.694427702977684,-29.039607631506204,-25.761452456657718,-25.927703028118398,-26.5244251346904,-27.361322799971184,-28.786609447558106,-38.34334884074415,-43.97290970365105,3.337477074957993,3.3775543549478217,2.944441890378537,1.6807377547072277,-18.439156537802912,-17.97492470236882,-17.909771481118124,-17.97038309451383,-18.409329309536734,-17.31271356228523,-16.622717188636603,-17.34481129126276,1.581073491697164,1.8625654957940143,1.9581968377685517,1.884706573031613,1.54108761094408,2.3887125319605396,2.844928390589688,2.301817472093513,2
3005,2.8022123282067617,7.700371705699719,-22.00552401895513,-26.48725600034772,-30.471956689799622,2.1690695,-30.450352827231377,2.1474812,-3.943341499519641,0.24591764961042897,3.8960394665211884,-30.4269248121387,2.0848482,0.061574332,0.6666667,0.632113842417871,6.6904180880841055,3.038612771900699,0.2691905,0.998925,-23.699743750564693,-26.864351584593653,-20.773004893023238,-22.48760372697709,-23.3953663230811,-24.85254907648198,-26.740819299846223,-35.25433427858421,-32.44553733437666,-35.21456846397715,-28.076636933746787,-28.535235576152143,-28.396413314718366,-28.597595738600628,-29.439281169645167,-37.047702709971006,1.856647525413902,2.1067912328888894,2.437075850796344,1.9267692154371905,-19.790196944908516,-19.01048094280756,-19.102965389730915,-19.21132581139207,-19.099676820516983,-18.674346372777247,-19.374157779337665,-20.489454639496902,1.1388601590600573,1.6187695233079427,1.755123170707044,1.3281936729560224,1.854056297056178,2.0570601219457085,1.2176178230248695,0.6370732774775341,1
3011,4.141961721229579,6.733751592589685,-19.869592443530337,-24.48055039246084,-26.322550603055813,2.1247282,-26.28296988994707,2.060351,-3.20662035585892,1.4176623752646964,5.988555319405847,-26.301802525004863,2.0494397,0.034727197,0.6666667,1.5720757175653,8.223568241665467,3.2488712696316004,0.10394934,0.9996038,-17.489563219977992,-17.72563892686598,-18.90839284327402,-20.1726570767109,-21.4155696320391,-22.80587900932651,-24.904055488652205,-26.819121133605744,-26.223080290727243,-26.05259638780337,-26.19523413384752,-26.21539094391623,-26.42162221177842,-26.564143386078573,-27.628921599540764,-28.747805941804206,3.4022997299889877,3.6441448567701213,3.444645502528822,3.015079165089117,-17.522874961947075,-17.662840428422786,-17.448336545986827,-17.33327598336155,-17.274704201039867,-17.477012836262798,-17.142216135907503,-17.50214741501155,2.9989399568373285,2.6053831165094627,2.7448050982926033,2.9001288340479205,2.9025413142052177,2.8058382488399,2.9649911319997106,2.771535132149367,1
3018,2.5207005043731114,7.329726410082035,-22.12264551866866,-26.5568448019518,-29.747824977045465,2.2666984,-29.70012982566066,2.231096,-3.2000907494160713,0.5361987072225635,4.494783504739993,-29.692814113390085,2.1628587,0.08547623,0.6666667,0.7190869663259459,6.472893903422934,3.73037306305073,0.54587007,0.9593809,-20.078033737712886,-19.665392196804714,-20.960404484047686,-22.37615832809562,-23.73263587679918,-24.65460358376341,-40.91784572438344,-42.886391237869795,-28.82768161536969,-28.025089905716257,-28.275344846699273,-28.43327098219223,-28.744991095417593,-28.409131176227113,-43.627615799710696,-44.717130493306755,1.6176934600600104,2.107402214020764,1.9315368361297205,1.7024048588423528,-20.01187244878593,-23.83569549054378,-24.79441671384831,-18.447479589471637,-19.01368322343257,-18.604342097391175,-18.60163209390532,-19.49210172298129,0.7182725513348869,-2.610604398547,-3.5117779239682227,1.8329514209404738,1.186353423763242,1.6323152224129225,1.6689619496531924,0.9298889001360445,1
3020,1.8016068574890869,6.770516106744733,-22.450690136961498,-26.401623576835195,-28.460093752597423,2.6962698,-28.31715097557813,2.562394,-1.7394734797253817,0.7951875255460691,5.169284070871553,-28.31473441580444,2.4910588,0.32283854,0.6666667,0.7613428343533005,6.7060677667369735,3.9501954770605114,0.77752554,0.9886326,-21.79581226953183,-18.788785362705354,-20.63919021698177,-22.487922650677138,-24.704515251295803,-26.446387393024246,-40.21063469647351,-34.61798396448157,-30.56223555371115,-27.189105816801263,-28.00234012109384,-28.585658099250907,-29.76508009213954,-30.24153759529082,-42.96861448166964,-36.597380785394286,1.3543209395825178,1.5271632796290795,0.7317350452222373,0.5678666334059863,-17.81661555126835,-19.217037235009855,-18.584231663894574,-18.190364458170343,-18.381764707987468,-17.54637255805362,-17.43658111529234,-18.692434953011524,1.5519196742538959,0.16902348979259293,0.5766679285236287,0.9561107597496916,0.9475892810361977,1.5499090995589302,1.8225617220695183,0.4952139326121135,2
3022,3.2265942411093693,6.1200452552922355,-21.45063014310818,-25.637914725385137,-25.8805879697619,2.5805871,-25.81931050102195,2.5046308,-2.6868310775107664,1.1469768702266159,2.4147770610541555,-25.84668607300488,2.4981093,0.06152426,0.6666667,1.0838282073774492,7.6339209013910425,5.718929641570809,0.85312563,0.99640983,-17.690977262278853,-18.14074165185329,-19.7329377262955,-21.53362128296894,-23.403694008702484,-25.97206792339886,-34.84590262318382,-39.961833306399974,-26.440010770362782,-26.51068109501366,-27.07775177882605,-27.630476348325278,-28.48008950393052,-29.79462676248588,-37.652036840577004,-42.124140592155136,2.752963789211345,2.695494532152597,2.154002091651936,1.0675982034292688,-18.40545564759896,-18.629244869548973,-18.418268615610916,-17.91910288980854,-20.46292439637814,-19.5265773437649,-18.329463903226998,-17.831956420950966,1.534052095587182,1.2211245914686226,1.4844084402536035,1.9645557250256067,-0.16720518301524473,0.30150200239675506,1.5411180403800073,1.9882496987813552,2
3024,3.406448172102244,8.284326876853388,-21.559825248084447,-25.932088811739014,-31.137344474088323,1.7747157,-31.065474809202673,1.7290864,-3.2774093189919653,0.911841528832956,11.874882056420322,-31.08678872368003,1.7077742,0.032610245,0.6666667,0.9106967949425707,6.717815940426,3.5080431937209595,0.3174671,0.9998175,-25.445699019312244,-21.028810175685802,-20.973558379708116,-22.215839639261294,-22.805203748093618,-23.764106459894602,-24.701985568617104,-26.123147988516596,-34.17581990658996,-29.34009681124759,-28.230607897087182,-28.224541209300273,-27.759668141548865,-27.470222943675513,-27.353864988057293,-27.75529784714639,1.9819594853954792,2.4797045979570433,2.91927053554072,2.7621343273616885,-19.539040003180983,-19.389184842737357,-19.083930812885754,-19.934670735673432,-19.62952014549256,-20.07213002336341,-20.11561231785113,-19.96929721355733,2.0657687676423984,2.2938846530421007,2.6186465077954217,2.0238393366004583,2.2252792582315317,1.6245532763931714,1.8505386188627093,2.1481944717142754,1
3025,3.985773713770752,7.8553626846117,-20.690316478462815,-25.104305039292097,-29.4968867142351,1.8276782,-29.454505645040896,1.7993857,-3.8020921397491616,0.9224347387496297,12.348603229937288,-29.467366529456676,1.7857735,0.018173898,0.6666667,1.0153094809719851,7.62301511275118,4.107788338338839,0.26164818,0.99992836,-18.61699748491418,-19.196253957124743,-20.20812683749713,-21.154121093616926,-22.0142381268565,-23.13272503242616,-23.842741380546926,-25.02571185423633,-27.349230521357214,-27.51281360080138,-27.4714962363525,-27.168095637046893,-26.975022513949384,-26.84411450309264,-26.50094055145569,-26.68026523322631,2.7632984576565023,3.313415277607319,3.3903551762580366,3.153489776712298,-18.485400766173637,-18.63426297507878,-18.45603286351423,-18.508128632780593,-18.63823335574477,-19.17012961412317,-18.90153193611424,-18.877212533769928,2.6798339827058206,2.830416854729921,2.91517770916054,2.906363272249834,2.7711733027855896,2.347863390986774,2.5556129390952838,2.506725212340904,1
3042,2.3655897508645882,8.113868381235516,-22.128605697656013,-26.61141657346918,-31.4287609809726,1.9578433,-31.32760525504679,1.8982021,-2.795577298325389,0.7396705870981799,8.947190456966112,-31.346608389799524,1.8526422,0.06991408,0.6666667,0.6714793698902202,5.854677861762787,3.2170868255628045,0.49468604,0.9954895,-18.341856593255194,-23.263644414402318,-21.286801404465983,-22.594936295087784,-23.506813701575524,-24.601546205100096,-25.96343834797167,-27.123623540946447,-27.079272500729353,-31.59311401427351,-28.565632412359765,-28.62182086943026,-28.4830595340723,-28.325845666200863,-28.637099205800716,-28.832389397131543,1.1839168547699903,1.640877867656913,1.8756962867117297,1.817145945365879,-18.911292306740773,-19.48376577956899,-19.546564197376465,-20.34746958037703,-19.62698350129067,-20.873579749144447,-21.25553556749983,-20.54713467816948,1.7537918108022634,1.5134328062420563,1.4550041102052238,0.5895923524600573,1.1633239612083452,0.6786125531217554,0.25068929809548585,0.7089104981820118,1
3043,3.038829358093175,7.058061263144051,-21.0856231808973,-25.51378114610186,-28.089167117536885,2.2760997,-28.059371301203942,2.2654665,-3.9380632794563954,0.5690304732344811,0.24630875410547123,-28.062920193158693,2.2458909,0.02450041,0.6666667,0.5473487979842977,7.424363590732971,2.9880301885011677,0.1821288,0.9967931,-24.23338118199815,-18.431126449182923,-19.80254396226369,-21.357637013738135,-22.682750488948464,-24.237723245056042,-26.082693789203525,-37.49279873884457,-32.983399462682335,-26.791732935041733,-27.11856730986966,-27.41565850626613,-27.69618876291631,-27.993159526540158,-28.793546930739357,-39.327072265086194,1.8981864107187176,2.5780706973330174,2.548601722523766,2.084065690980614,-18.15654686734178,-18.15846200027155,-18.23596219542429,-18.253644005492724,-18.081753343755103,-18.639110563510375,-18.777060266026197,-18.376264132910713,2.130315763378708,1.9357683388529912,1.5180011416959966,1.6617388757563252,1.9356691730124245,1.4188163578708182,1.2673658432369723,1.5023513469534628,1
3045,3.1177488683723595,7.232280360279672,-21.497175971161436,-26.397885918017685,-29.089718313004287,2.1340926,-28.942011919891385,1.9180733,-1.8063854087233786,1.5904094134232853,7.481681834799499,-28.979503447932476,1.8820646,0.18643686,0.6666667,1.65195058575118,6.757449418355663,4.600978312349399,0.669603,0.99866265,-21.88578881899409,-20.406852553602615,-20.80437814609055,-21.863122358218412,-22.92398858709427,-24.74736582768387,-27.562112877612254,-48.6083290672532,-30.58266077136688,-28.66424529832584,-28.04214714657834,-27.893372070477742,-27.948193961799763,-28.54729323079949,-30.365178289139628,-50.82985212832091,2.135999967399792,2.6528441495712336,2.660255749237626,1.951028680371876,-19.81431193483094,-18.915730616898657,-19.014109271148882,-18.872192846676672,-19.951871015817666,-19.95979686404766,-20.485522224382443,-20.82440272339143,1.7050149987266479,2.4564538269503724,2.3671151502362404,2.52495640406883,1.4141371335468118,1.5975345380897705,0.9990885179254472,1.0747045002718427,1
3052,1.7377485732233335,5.953921156462473,-23.180664142527416,-26.77576120835989,-26.66051003766626,2.9138327,-26.563927014510327,2.8940828,-2.3845268694243753,0.5806143384856897,1.1017666417945529,-26.582168386141134,2.8546357,0.13304022,0.6666667,0.0,6.455514079597369,3.156921354194617,0.5714975,0.9863085,-24.4146819518675,-18.841849092430767,-21.155072991083493,-23.03105214473544,-26.019920816735304,-27.73486463872922,-34.79458058359422,-35.225366423884445,-33.18945772686301,-27.26191059745944,-28.54147060774581,-29.14852862676948,-31.10373331332815,-31.549755971056708,-37.57580797981637,-37.26942053706287,1.242309795446276,1.2940332529344174,-0.14261842832738897,-0.9972014772721564,-19.366145971034243,-19.097852304875705,-18.938167853233622,-18.790504172316542,-17.805787539629765,-18.286662931588268,-21.241002938430103,-18.1759671423075,0.23602702538094766,0.3338177403803871,0.4533754159455345,0.6235560017700239,1.62004496756587,1.0760787371899152,-1.8400373479772874,1.235597273629294,2
3053,2.50649265324344,6.765334250368703,-21.67912830357472,-25.665178095958282,-27.64883911789704,2.7330766,-27.410302422206616,2.8719547,-1.4311587651791506,1.5740896596183727,4.941403894163656,-27.40491411995717,2.768889,0.5046898,0.6666667,1.4335243564777045,7.334539510982857,4.887405702847987,0.894961,0.9993746,-20.622944894726555,-17.91305086608877,-19.498869900466122,-21.6865757309938,-24.61396314434481,-26.145332382882,-38.978437166606376,-36.37845856284364,-29.34902856002305,-26.256698555576346,-26.857212860559788,-27.82922695850869,-29.778311332394182,-30.06885776145385,-41.922064813081974,-38.757356932690385,2.303062483755166,2.0163497147659495,0.6609853636535625,0.4395089643570307,-17.799183470566167,-20.554336818352006,-18.902377436226587,-18.187469053977466,-18.29703149269166,-18.201224297129457,-18.87227969224177,-17.314218633686856,1.2303065989973363,-1.368277980099308,0.27471113249881157,1.0420019190609484,0.9001633038116938,1.0207458867209573,0.2915732021901421,1.8716101031211922,2
3059,1.8585951935228477,7.107093805683198,-22.54240721217491,-26.883825145847137,-29.59879563781745,2.384485,-29.419462316703942,2.3229947,-1.9228363680171887,0.9142912542503943,6.002398354585474,-29.419488569790214,2.2400432,0.2729845,0.6666667,0.838447496919465,6.152225395837024,2.270751023293497,0.0,0.9921177,-20.173143519349285,-19.56017843728996,-21.12166671028914,-22.509993108294253,-24.63391277009702,-26.246941958771874,-32.89599106422375,-37.085688861448986,-28.927423240911182,-27.931204520715205,-28.45009392456947,-28.578434119472654,-29.65975494818007,-30.012797875804505,-35.61924816897029,-38.95984691544166,1.2304280205407254,1.705766444502284,1.0289165847594897,0.29431186547785426,-19.58348215820024,-19.33672173511572,-19.239144479645105,-19.208402179043244,-19.423502602933763,-19.509391689886062,-19.48300669391325,-18.522056272061228,0.49931038318606286,0.6258558122285963,0.846783425153167,0.9192805092834113,0.6245303266481578,0.5007494805744964,0.550892809258615,1.2528968145398536,2
3060,4.748781752520956,6.322994052821288,-19.303787867643937,-23.74132940819047,-24.491767323896617,2.3907108,-24.41533035800512,2.325557,-2.587143515789722,2.222282543231144,4.159382333713472,-24.445833748200904,2.3131194,0.069199614,0.6666667,2.178357225200508,9.378309507083733,7.500561823180881,0.56497073,0.99992853,-16.49774054848241,-16.46089441036208,-17.796883653982814,-19.506973003293265,-21.18934972833519,-23.19282162445686,-25.41874310245852,-35.654831089891,-25.237425165414045,-24.809224500236095,-25.118289278495876,-25.586033470339366,-26.24698781462022,-27.00132506227736,-28.210566050308103,-37.7916225658351,4.299205546183734,4.254189708553409,3.7373434993222747,2.877724598524701,-17.50030322070849,-16.734833714782127,-16.004377682778266,-16.18501127149868,-16.901576490687795,-15.351738010309601,-15.651260645292822,-17.095497878759918,2.4977691446231334,3.171684742356292,3.7631904701626517,3.5684284037177276,2.9922004052631874,4.05166260463694,3.866111274395839,2.8404097317257566,2
3061,3.994888120207049,6.6537946597670645,-19.99623088813911,-24.564829726349693,-26.149137409429212,2.2457793,-26.099167951095023,2.1837745,-3.0384527774365417,1.4818271297858403,4.73583899783497,-26.12476276582756,2.1787784,0.037487052,0.6666667,1.480666760436423,8.33617013520538,5.13191573262895,0.35030994,0.9999651,-17.088377964911203,-17.59887798692325,-18.78734814059186,-20.295606499972216,-21.547680007992916,-23.455428723488435,-24.811548072707716,-34.94026681882509,-25.82565195877462,-25.93646236891489,-26.08880875028291,-26.352142900878267,-26.57199384486617,-27.230502066107334,-27.558052759011968,-36.93926083261242,3.33924956371065,3.4627693946353624,3.3154349885496845,2.66391610033515,-17.17390056020229,-18.002284744166243,-17.33617828661443,-17.274952034167434,-17.262583343999623,-16.735747881474836,-17.28187887572552,-17.107198740359934,2.7578921234685905,2.13950726638994,2.5408121444113596,2.6676872291709315,2.7487472488520988,3.1849646180155875,2.699131201139158,2.865561534452123,1
