,Signif_Avg,Pivot_Energy,Flux1000,Energy_Flux100,PL_Flux_Density,PL_Index,LP_Flux_Density,LP_Index,LP_beta,LP_SigCurv,LP_EPeak,PLEC_Flux_Density,PLEC_IndexS,PLEC_ExpfactorS,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,ASSOC_PROB_BAY,Flux_Band_0,Flux_Band_1,Flux_Band_2,Flux_Band_3,Flux_Band_4,Flux_Band_5,Flux_Band_6,Flux_Band_7,nuFnu_Band_0,nuFnu_Band_1,nuFnu_Band_2,nuFnu_Band_3,nuFnu_Band_4,nuFnu_Band_5,nuFnu_Band_6,nuFnu_Band_7,Sqrt_TS_Band_2,Sqrt_TS_Band_3,Sqrt_TS_Band_4,Sqrt_TS_Band_5,Flux_History_0,Flux_History_1,Flux_History_2,Flux_History_3,Flux_History_4,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1
6882,4.564467663497436,7.316397335242119,-19.242363588026052,-23.88556652221268,-27.102317008962544,1.8775946,-27.02411277447884,1.7364159,-2.56648944278436,2.073569333967022,9.032334847699472,-27.06030341153009,1.729346,0.061836742,0.6666667,2.1888716776879464,8.428804939696763,5.094008940336938,0.27445,0.99951875,-17.916851263278687,-18.403748003806147,-18.841359568907457,-19.699548616515862,-20.618008960953578,-21.6264636024677,-23.074349339364904,-26.244269330122297,-26.626679779676998,-26.678002156788843,-26.075222429159254,-25.70658632192293,-25.591534713344785,-25.36590689859069,-25.786637458987716,-28.178757415381728,3.4334131123694474,3.99817214352776,3.9989336248292866,3.7601627786142062,-17.809070346627312,-17.581762988195333,-17.662176366462432,-17.65728023788467,-18.076424541235486,-18.50451563348462,-17.27350487461835,-17.40191812235198,3.2704419930940762,3.306681176483361,3.307891404970622,3.295951865449944,2.8585207821810106,2.519815274952046,3.4256524623720295,3.4075460773755055,1
6883,4.538592317461165,7.129816004251773,-19.048899035828065,-23.788818181165134,-26.361363666266378,2.1513267,-26.248339874270552,2.0723972,-2.341366982444533,2.420952624466131,6.753515336837784,-26.277984462072503,2.0361538,0.104590364,0.6666667,2.4400620790175203,9.029409447804312,8.61156960812674,1.4002513,0.99982107,-16.86681258166161,-17.05009036754751,-18.078436096997464,-19.36469963650047,-20.57684154662043,-22.371697792312386,-24.430737379132466,-27.92081013596953,-25.586759915016394,-25.35315999080227,-25.352054860774828,-25.40904026320662,-25.599536522478505,-26.15589802304499,-27.19989471168831,-30.02377710651528,3.6264206779863524,4.06487702499099,3.9909492265558617,3.3408696144629406,-19.066127854989762,-16.93231327664455,-18.918013625993414,-19.920659155828428,-19.412500546194355,-17.88317891178549,-15.590310977642053,-15.2509664502542,1.5471383989603547,3.1140109274737804,1.6023635784242936,0.663709669394691,1.1823794128862046,2.246241559074614,3.9140319419737057,4.28365296169679,2
6894,2.9405730952044165,7.860800107487652,-21.299797347400524,-25.799025903992256,-30.104335385744452,2.038306,-30.002948784406005,1.9810483,-2.6085569552579173,1.0695161380534612,7.989476784817138,-30.010541790382824,1.9209343,0.10444694,0.6666667,1.156713572681056,6.7645191646543354,2.9578592598457054,0.27316505,0.99268705,-19.171726078750396,-19.49705497965101,-20.370092080893734,-21.87639975390006,-22.568996188382965,-23.92141846875949,-25.80651153144571,-39.40069462096504,-27.912338909954492,-27.834461440990776,-27.6584184979272,-27.91122120077491,-27.554737609360092,-27.653654901575983,-28.4896678280405,-41.14223837293172,1.7525904248143842,2.098639623226275,2.590329152355165,2.215997300429812,-18.626753959738384,-18.184294758044967,-19.20404401921958,-19.237083157209337,-18.83275247768928,-19.11481553961672,-19.027854936424255,-18.794455348999342,1.9657085502563767,1.9300814466640952,1.341453632406697,1.38155566843372,1.713279750765831,1.5547900952689149,1.6322911738280688,1.6087069400776606,1
6898,3.1016830050002064,8.834649043000375,-21.462516161948884,-25.799500374547353,-31.98744472329704,1.7356893,-31.899190062385,1.6881282,-3.0988336319193395,0.8612967034730254,12.2920710596461,-31.89585930946011,1.6284413,0.06370129,0.6666667,1.067959660416955,6.41032996862382,2.4953823376665016,0.018744398,0.99990094,-18.9104212657657,-22.847443654134356,-20.93315535497595,-22.19504497110081,-22.872472586010232,-23.415974113622624,-24.401685115551015,-25.69095719331159,-27.63898487818144,-31.154838888771543,-28.18553954809251,-28.199855112220536,-27.82227164341948,-27.11819913213553,-27.048899077760495,-27.30649575690774,1.3464029232794523,1.8464032713348417,2.3549698630384697,2.6591823857551615,-19.66057137593476,-19.24557786738452,-19.72298929002349,-19.817238005306372,-19.676158854473698,-20.334455355592542,-20.88328458537851,-19.718953734181653,1.508154930986013,2.166499826424718,1.7187323305317859,1.8494763594824861,1.8514638769484113,1.4551476685265947,1.0902252538413408,1.6402513700615455,1
6901,4.05758081492138,6.723565157508053,-19.928708031285687,-24.581094166069125,-26.259388717989303,2.2471476,-26.18462226823911,2.140085,-2.4873497517326637,1.7840922510884292,5.880998660080785,-26.215398416014978,2.1291354,0.07705176,0.6666667,1.8331735604244719,8.282755146767101,7.798181263584385,1.6693679,0.9998709,-17.765133899588463,-17.793907785937993,-18.818019537564936,-20.150434791119196,-21.567936478566633,-23.390505751425053,-25.81012902299047,-35.75323979352503,-26.4934808482719,-26.11558746450976,-26.110143985464862,-26.20709659183028,-26.601587800128986,-27.180902752502586,-28.583170106924797,-37.853876603444164,3.3447139638165564,3.6352815370962976,3.331696481457385,2.7102114330894445,-21.81277706339214,-20.40607532586594,-19.489496954544816,-19.875331843239465,-19.46070359478642,-18.66124119852021,-20.264514508679852,-18.787054063852626,-1.642030999678401,0.24904199742772778,1.0441706492368001,0.4629138559658231,1.0449164148496437,1.4687867694478265,0.2532258300126195,1.399303560132198,2
6907,3.255124009046872,8.534255498835776,-21.24202703089295,-25.609880390381743,-31.260710765319256,1.7696037,-31.21970872497858,1.7473212,-3.913983976876483,0.5272730403974769,14.863624849946849,-31.241257167093156,1.7457728,0.011036468,0.6666667,0.0,6.641825826778714,3.8025266154877673,0.42845717,0.9992905,-20.86415894560353,-20.33238489843906,-20.85023031223286,-21.838826160034195,-22.44119713799554,-23.77328031231399,-24.15902504552368,-25.308096825272415,-29.594075944455096,-28.64316204908371,-28.106669045359126,-27.847018283755983,-27.39505080590504,-27.478887291947142,-26.810293678693288,-26.938075404421582,1.509683984400382,2.244185627870703,2.7470367108809692,2.4867843394838753,-18.670041420752657,-19.311321306179924,-18.838104008624473,-19.105592725574716,-20.276269710290013,-19.7190615077598,-19.613047891519717,-19.567716244903416,2.6396386975623853,1.9933421765831225,2.293418932786255,2.212227523989608,1.1600739982755621,1.5969956774088974,1.8872625905213265,1.958713608719147,1
6908,2.906825264625263,7.484721670852206,-21.688907619007157,-26.17797498939162,-29.693996177302544,2.1448152,-29.659591612355452,2.1291096,-3.7335749409285657,0.4780375829414121,4.7844983921749185,-29.68196562272585,2.127564,0.01159785,0.6666667,0.0,6.75092285649528,3.7155679516489504,0.47272578,0.99967015,-26.409632976813075,-19.40014045238847,-20.604188690822504,-21.93317027398564,-23.348218442809237,-24.86411749519277,-25.70852281197235,-27.093329005811313,-35.15446714308082,-27.747990366158877,-27.90499482183524,-27.97843521407318,-28.346439497817244,-28.606797262896983,-28.4041587238747,-28.87723142223427,2.0137349777041806,2.4149183793551616,2.287213726587978,1.851032101504469,-19.090525219051983,-18.43249994592736,-18.196977998088887,-19.232890472739744,-18.994107770314244,-19.313160632064005,-19.637939442740766,-19.146509321587796,1.7369760514633563,2.100817409681012,2.245801257141278,1.4547870643102958,1.7705071078363337,1.0356031387599571,1.127710014266969,1.6719162837447492,1
6912,4.011059687734557,6.873167312467339,-20.012512802977238,-24.7417371160934,-26.737859205004522,2.1904783,-26.659505614054858,2.056039,-2.333925410191418,1.823008508879867,6.584051754279995,-26.69662362530329,2.06369,0.07775433,0.6666667,1.7593632150578715,8.082480162537877,6.779302283726921,1.0413699,0.99985063,-17.23819221084146,-18.385697754038347,-18.96375474189691,-20.293664707975996,-21.625175587625744,-23.51698362933792,-25.24971283949635,-27.06074302491221,-25.959309137975428,-26.691817439114576,-26.241190928714076,-26.341310651581544,-26.651913841990414,-27.304653242358267,-28.023008829934493,-29.173814098639923,3.309855212536738,3.585299346031631,3.325509699382291,2.5588840451850934,-17.22592774101792,-17.385228049794268,-17.13461037184149,-16.444817268997134,-17.010579138288165,-18.30630883131111,-20.005123917723264,-19.021929478069367,3.087429746001643,2.9718020522305877,3.176085816001335,3.631897454460625,3.159103920134705,2.1387912422427218,0.5460582812764375,1.608169961860202,1
6914,3.209682253200556,7.526277292127484,-21.356339455730915,-25.99947353358642,-29.58793321509478,1.8987992,-29.505390209543727,1.7711287,-2.5730302581686204,1.2402395048307417,9.026011081032204,-29.53216030031996,1.7332584,0.08300131,0.6666667,1.3517452032408475,6.5078744000031845,4.709082894078161,0.78405654,0.99897534,-19.769997766136203,-20.544535269895675,-20.898290456744622,-21.98643064889703,-22.59427935932944,-23.71524537719627,-25.531575802780793,-37.930835721118505,-28.48005567175635,-28.81927435495837,-28.132596904591956,-27.993721808467733,-27.56796978614434,-27.45471182921021,-28.24375859934413,-39.86442791220363,1.9992700101373941,2.4559337381514204,2.7730731906280415,2.515145958714774,-19.776052718433583,-20.458482935182776,-19.67699840166026,-19.29949525081654,-19.399738798021133,-18.66160616759511,-19.151929515238812,-20.27749606047936,1.9056427893770178,1.0867725441697504,2.0120987866667566,2.179441584314919,2.2525267968226825,2.678880551951579,2.4221062040460897,1.7784979451108038,1
6917,3.431663021792841,7.3881519009927885,-20.711856373125904,-25.37174955626136,-28.583172472381587,2.0681581,-28.52924705319281,1.9809209,-2.901574157119898,1.186967642671454,7.561798415582686,-28.554091276284716,1.9724692,0.045338195,0.6666667,1.2284981736636416,7.332469789490379,3.5140116489646163,0.24600123,0.99968314,-22.284524642215082,-19.401538099480444,-19.923548458114645,-21.119391203092203,-22.11662437707621,-23.48826665250161,-25.366779753652676,-26.24680994478863,-31.0091500450086,-27.70891434140913,-27.19100473060487,-27.14930334206646,-27.11136188564855,-27.24035321759513,-28.088158083338808,-28.18221177838205,2.3182580040272036,2.82517881621963,2.9347736609464867,2.611002233685336,-18.35104291968677,-18.83888355933483,-19.152848734762706,-18.84137532788572,-18.69940102638908,-18.203521621439755,-18.29723149862657,-18.780730471284112,2.3170371374305145,1.8723805964565499,1.825893730094485,1.9187880672774273,2.1290450181587426,2.2961299581229144,2.3024241951935114,1.9487947322659163,1
6922,2.1700574250407656,8.219047121807339,-22.358554519876915,-26.85560146930116,-31.885624223067115,2.0180743,-31.721557458632176,1.9462323,-2.1814654965193307,0.8784074982961746,8.457218533327609,-31.760459236535855,1.8875254,0.13159388,0.6666667,0.7278553718144283,5.504460953833682,3.003420989477073,0.5418318,0.9974874,-22.12535939581584,-19.22002072949273,-21.97401760686283,-22.61721470189407,-23.85257882652553,-25.01741844588561,-25.860142460576444,-36.42672702489315,-30.865168944520182,-27.555435125508446,-29.25996163003154,-28.6500440502162,-28.835937751899593,-28.74766269703674,-28.540916188321276,-38.16008823088588,0.2963223289194878,1.5738857016530323,1.6384891200272602,1.589910159237067,-18.73812019080184,-20.14879848169606,-22.103820997882995,-19.61002696563376,-21.13991005709078,-20.710352115444444,-21.40738924483783,-20.3080188781467,1.9241777019569801,0.3233550301825671,-1.5807366550690267,1.0263169647019776,0.17197061342093325,-0.17588437131599588,-0.33954567609579983,0.4718049867265199,1
6923,6.104847873779262,6.811247902824158,-16.557942908969615,-21.027869963132954,-22.941307687958396,2.3968475,-22.78903716324932,2.4334388,-2.218777873839873,3.776806078803247,4.818278108411358,-22.788230673614834,2.3885727,0.20739436,0.35304025,3.7932154376178855,11.301156909884435,11.472499850214467,1.0681067,1.0,-13.36284574814915,-13.763978637480866,-15.027421194181088,-16.728384782022513,-18.517339374001264,-21.06041267880967,-23.83907654924668,-38.01591683880626,-22.10351295536054,-22.110226471051263,-22.34533817234799,-22.81147989771691,-23.60065010988593,-24.92219894688663,-26.744756057835534,-40.39481525616671,5.614943812186928,5.642738059029852,5.180496440693238,4.090383365520206,-13.713551832104363,-12.448010430518698,-12.194372343722467,-17.208531727099356,-14.629632927491357,-13.136881707353673,-13.136486944216518,-12.977714282378823,5.003605126768132,5.719021000907597,5.902421272116945,2.267334135796718,4.294634651871268,5.26188431089543,5.154887025504431,5.384784028098991,2
6928,3.573972263622888,7.088004690364913,-20.630171291666674,-25.258330743735833,-27.870662053869935,2.0832589,-27.825211995262993,2.0145493,-3.1482787408185713,1.1025074592982402,6.918535166647986,-27.84861638745243,2.0093892,0.033157397,0.6666667,1.1605201651922832,7.458797734994626,3.8355906725011972,0.27125028,0.99943924,-17.68621400264969,-18.648340568766166,-19.746726682749877,-20.941567360184692,-22.226082455185963,-23.398776064601435,-24.98247552587736,-26.514503880436486,-26.416212092437164,-26.96697566837953,-27.02432054739363,-26.977168727953924,-27.224333706799822,-27.15109809978442,-27.700975195746295,-28.427029278705422,2.6130958882980817,3.072685473337219,2.9449406867541086,2.664642900307921,-18.749940520428797,-18.090184335501654,-18.517278818162232,-18.404502003650986,-18.97513800314471,-18.140559608692183,-18.652904863263053,-18.207381301966077,1.8599379103746236,2.4256539354238806,2.138539456356468,2.2619984495187784,1.7276182758293903,2.2412788505488983,1.9152179678952095,2.467228900522782,1
6931,2.6956064983793007,7.4632113415293295,-21.895242940132142,-26.383127784895176,-29.852921701093,2.1491718,-29.812019748797194,2.1202183,-3.540170421802529,0.45876982822199086,5.391080304885667,-29.827405276513876,2.110963,0.023440808,0.6666667,0.0,6.480209118938553,3.9460582974935163,0.7167652,0.9986394,-29.99812391759084,-19.82869412918698,-20.899981152436112,-22.161491348578913,-23.36081332169671,-25.233185105458876,-26.288405311120925,-27.045237934005094,-38.74313039049239,-28.17696956458851,-28.20129531059229,-28.207181578946695,-28.359542377601702,-28.97629024962751,-28.98454934307316,-28.83084565487335,1.8050958900633616,2.179935915370204,2.1814384359861045,1.3671534708992825,-19.25485720924883,-20.386374496229422,-20.655049555746917,-20.387445510249034,-20.504891707956055,-19.75041396345262,-19.759241587240275,-19.50889693636994,1.3098276945828569,0.5687917754407461,0.08956104043981249,0.2808227529232381,0.1953143801370345,0.7879048569378282,0.7264950624419054,0.863424043143356,1
6935,3.356274629405212,7.22101986063175,-21.038860808215542,-25.527920544401493,-28.4783423065879,2.1448438,-28.442784188873777,2.1208534,-3.7180626513038906,0.6535927885420633,4.732376328831196,-28.436758483352612,2.083168,0.04132197,0.6666667,0.9662789590318126,7.264964859977005,3.978399673637795,0.3502103,0.99987644,-18.039709440733382,-18.615973053769753,-20.02537663697799,-21.409947293638357,-22.354306503636334,-24.090711541450954,-25.564723935911463,-50.688317638693,-26.784544709609204,-26.96382586747313,-27.326186171810832,-27.45521496884298,-27.352530853574674,-27.83339417802891,-28.260363151829242,-52.4722312410088,2.502168433597971,2.728422701438161,2.8651881182682812,2.2783077646255685,-18.19574005783104,-18.616621316928963,-17.976413624010284,-18.27429918761502,-18.267837523828852,-18.148439666318037,-18.33246939449559,-18.331182784615937,2.395736600213263,1.836069939805148,2.3887530424610985,2.099879263951199,2.1519987530452416,2.095947845744967,1.9462267869128964,1.941478428143948,1
6940,4.224312028264811,6.770587109866892,-19.41775952161218,-24.003969460282867,-25.69667201037068,2.4455106,-25.519153769285086,2.3553095,-1.672539013821279,2.4013958658395502,5.8244562023078235,-25.548283387645455,2.320863,0.23896605,0.6666667,2.4265054345784947,9.004574733752351,7.3017623268508745,0.8258648,0.9995421,-16.43087525932474,-16.964608811844535,-17.942957878434285,-19.552180654747144,-21.481864090601395,-24.19358281127915,-27.856688025971874,-34.96133076613687,-25.146505003728613,-25.27327159718742,-25.24794881510672,-25.6422103349256,-26.579301902668085,-28.05643122825637,-30.731785967662983,-37.30059349072837,3.5908174121076994,3.88206178687035,3.3721711454322927,2.109114889386454,-17.61976387876645,-16.455856009651797,-16.693173878972285,-15.893758648072161,-16.782007226719056,-18.068445516869197,-20.16245817042909,-18.34499834501121,2.300860985657063,3.179866155117522,2.9645520250323374,3.5296038107856047,2.8705209053058978,1.763831940335361,-0.0981623619551599,1.5997111569736646,2
6941,2.6564397336135714,7.585364569313154,-21.994196941047573,-26.49108311962494,-30.2222043541743,2.1065428,-30.104507406973134,1.9996192,-2.2704775996790905,1.0611039299321625,7.587208270690325,-30.14609076965118,2.0127106,0.079711534,0.6666667,0.8295141927624976,6.358166754584052,2.9484489285621205,0.26548752,0.99871296,-24.370588205540574,-20.434754855328464,-21.160643314011402,-22.171900385294663,-23.688821895020567,-24.573707925829112,-26.6068340189943,-37.222925715008905,-33.11390691152523,-28.778861110164453,-28.45697787503242,-28.213421472363894,-28.68257131315208,-28.31264397274517,-29.297998282539776,-38.99175167645313,1.5277500037400442,2.2393385632107234,1.9386494851074225,2.0304789442887086,-18.889772866513397,-19.06508614793836,-20.63528653703847,-19.241277755252664,-20.70754115976044,-19.74880566216975,-18.86038083397715,-19.844712122133263,1.8976036430432708,1.5777791877053442,0.4430195936167532,1.4864408737264643,-0.06618400873151005,1.0624784086648662,1.7305333102962488,0.8568106031528538,1
6945,2.313423742047033,7.604298785492102,-22.179363026050904,-27.113531923134826,-30.53378405641429,2.1272404,-30.36541421947566,1.9003891,-1.6769952255425167,1.1290442694488416,7.870730912896675,-30.39926081290322,1.8530835,0.2272122,0.6666667,1.0865940919198898,5.592407985330483,2.2509831193910204,0.0,0.9930706,-22.307863892643432,-19.991748930872724,-21.50794983335199,-22.602328773034408,-23.568228153963588,-25.952640314635754,-26.530931144084864,-37.6178812090687,-30.99321615182615,-28.22424408776596,-28.721847889479562,-28.618059609757793,-28.581628970104052,-29.74870578962904,-29.33501604311555,-39.85470939504282,1.2669577311886386,1.8243041984824422,2.037406144852606,0.767122804614744,-20.788407945095848,-20.010647217722497,-21.301865432452054,-20.294215909313618,-20.657616447674425,-20.66170522153079,-21.0420055127151,-21.583696125034614,0.9938533958139094,1.674977052399282,0.7646158703285562,1.2728174543031094,1.0663288155142614,1.2256620242055036,0.7279241001667701,0.38367413527583816,2
6947,1.8310159189222657,8.970236974581606,-22.945190720652597,-27.337910554421267,-33.762783392920184,1.7995179,-33.60561438677831,1.6222531,-2.041893842619119,0.6055692249131187,10.425542688653668,-33.529435453223506,1.4787385,0.31270155,0.6666667,0.6774902479838976,4.990977336334934,2.8889607072767673,0.2441916,0.99663997,-29.12291585098632,-19.96172454323997,-22.521974020733524,-23.91408498594656,-24.24820747027078,-25.011289657027298,-25.968023105981594,-27.558251638864444,-37.85402606555163,-28.275481770761363,-29.781984904839913,-29.925257176963225,-29.20563324834934,-28.719876693125087,-28.622863770152964,-29.200914414663732,-0.09220384964589558,0.3885640888729925,1.322056583633808,1.5740771944337073,-20.314800665243087,-21.163510459299886,-21.204635087975863,-20.206609903760643,-20.0234425996132,-21.702786540721505,-20.534675123897596,-20.290410457712543,1.3467776408734786,0.9115845457374764,0.5260616187303329,1.4086740598450085,1.3596073625628626,-0.2948811440118311,0.8614377186959424,1.2450118544505167,1
6948,3.505478565050414,7.5254072795064175,-20.75568200958533,-25.523699972337365,-29.016524110261752,1.9147677,-28.87386029352689,1.7222397,-2.0318208229500057,1.759410246548786,8.58477968775444,-28.92182713129843,1.7038649,0.1259675,0.6666667,1.7745811803414842,6.967193408960137,2.584485961443017,0.053938687,0.9998287,-19.851253556683993,-20.580315223842483,-20.429092091293654,-21.2155823799797,-22.086606811210437,-23.334109471894728,-25.354371731893828,-26.631397251929492,-28.545132082606244,-28.824290559013342,-27.64149594859064,-27.217261520730517,-27.06856349799886,-27.092627771056804,-28.102888537130884,-28.717318688193828,2.2292786928765764,2.8817527111892614,3.048988904608194,2.7254679952262366,-19.644177128284447,-19.333606645424634,-19.18856584011221,-19.37702520030157,-19.542941693023394,-19.786941495325085,-19.12004286961622,-19.59214052050239,1.9660927527161658,2.361606886418589,2.2629153273105755,2.2787558647136357,2.25301666146114,1.7604517839152505,2.2591086022329647,1.9509748003293728,1
6953,3.953101798972709,6.327167738089388,-20.13189582214026,-24.663566050708518,-25.424447488582274,2.3433788,-25.336660652666755,2.2354667,-2.410536851913624,1.8508067850059928,5.01562575434267,-25.37117234861799,2.2210455,0.08646198,0.6666667,1.8803357391892757,8.28200985185233,7.010603972654748,0.9328458,0.9991851,-17.246908445630698,-17.535860046631566,-18.73171066646806,-20.371471238710203,-21.89238844140781,-24.17047638386106,-36.94143539007574,-34.704017443840925,-25.98059244208716,-25.871949737162332,-26.042601186511327,-26.445045927363527,-26.94735301787282,-27.979795702664497,-39.73760955465853,-36.861475963608875,3.434284030013681,3.407726617876859,3.116540108145274,2.1333308994216686,-19.655527623850972,-19.00956993216209,-19.261957397911978,-18.22145050577268,-18.22574259292176,-18.257140679313657,-17.063929363937206,-17.34168245735242,0.5563291400958609,1.1804346553530694,0.9375406621161444,1.7587109605795896,1.6683111774449837,1.7238348064034428,2.645676354679105,2.465901338675534,2
6965,3.1993151155075172,8.229686623562623,-21.29678892208547,-25.75835085438302,-30.764269464706384,1.7997249,-30.679472394449437,1.6493793,-2.5401959174528974,1.1700918524380777,10.452999900754962,-30.70932656442287,1.6124831,0.07938638,0.6666667,1.3436948502530681,6.33701668636466,3.6102879845514475,0.43575147,0.9990464,-17.6899862481252,-19.9603579003606,-20.74450059501316,-22.16011917920748,-22.506456012381822,-23.353376373074948,-24.464428990554406,-26.53365651407232,-26.39011029131598,-28.210670091304028,-27.950128459039924,-28.144119499241697,-27.45307242763181,-27.07102190770687,-27.151570551687,-28.394829469442673,1.6267657618584361,1.952695222997321,2.7011073113379998,2.7107678464077036,-20.51152482948946,-20.55329018781513,-19.39100953310636,-20.17037063300034,-20.616803128269186,-20.695315805166217,-19.40622528032559,-19.82104611270637,1.6054647474168364,1.7679701046716623,2.4424615526580196,1.878242901126973,1.6663375768538358,1.4478722027942947,1.9910273015670177,2.3077840526633295,1
6982,3.1042978475207628,6.912258723237503,-21.063706360814816,-25.834999741534165,-27.92614153105261,2.1592152,-27.81589504325065,2.0118482,-2.202212023997263,1.3846627307346977,6.858675364839235,-27.867328937269864,2.0271552,0.08367305,0.6666667,1.247400329501206,6.942329830809071,5.273477393100587,0.98872966,0.9993487,-18.00128958242526,-19.602068416027848,-20.15067943220793,-21.24653029124045,-22.925197573799142,-24.296262767260096,-26.855392584307786,-27.283690735071527,-26.71744361687295,-27.898223214942355,-27.420008744129188,-27.290573421646577,-27.95131241788117,-28.086343233257868,-29.634750312449444,-29.42138743866829,2.303258732320091,2.747883975560232,2.315084657490359,2.0209900073225993,-18.54907656929604,-20.080862750638417,-19.543725158062635,-20.194100017319453,-18.94040855449832,-18.29529779662655,-17.567068568788372,-18.278833829082892,2.1994790632873698,0.6583903188502317,1.3008635116641551,0.3586063899115847,1.618029836498391,2.097917827395064,2.7196676372697697,2.2454787035396895,1
6983,4.557389242384222,6.340678476772507,-19.375806383412343,-23.91094088311182,-24.688065288719994,2.3471231,-24.59178974649004,2.2377012,-2.2979486578897674,2.3321712735015785,5.157670720437913,-24.629451413364016,2.2209036,0.098525904,0.6666667,2.3339444577156376,9.103829861994955,7.881573852005125,0.83446485,1.0,-16.64901738399317,-16.790062965708103,-17.960756301320824,-19.565471309955466,-21.171319758084785,-23.703371485062345,-25.92713993714862,-36.61401121653092,-25.380918427737086,-25.123632365680937,-25.271538236247487,-25.641296127335394,-26.23156598498399,-27.519229662853633,-28.733162717150027,-38.79934049235477,4.056106835424571,4.062498071617609,3.6435696451999116,2.4884695008915476,-16.9950562786552,-15.838452973473295,-15.335942855013126,-17.438237470158796,-17.323176604015213,-15.903359012799093,-16.478247754752648,-17.73705481747184,2.892372576950347,3.827132873322619,4.207032331991707,2.410014266377201,2.5586228859406903,3.660580569512648,3.1575163273075337,2.1583082645986473,2
6986,1.853705727102594,6.475622298116066,-22.59770674724478,-26.493066230509623,-27.775298613093003,2.7324927,-27.618990475173767,2.699995,-2.1542396251363636,0.8674678991711124,3.458176842453925,-27.64989766217019,2.6368904,0.15584637,0.6666667,0.7355970972955036,6.68340692718721,2.8586165219258053,0.36956525,0.997975,-18.67998536010573,-19.103967475999983,-20.480176780645476,-22.820724913210608,-24.639038359459178,-26.99505490486392,-40.779228271224596,-41.75600741330711,-27.447806886281878,-27.507617647399584,-27.847257291246223,-28.92178998215765,-29.70353373360506,-30.793534808902525,-43.541138549157495,-43.746674882128694,1.6021727198207867,1.253922440853332,0.8968186030121604,0.36608644765723986,-18.303569945935546,-21.801220909114406,-19.43979020226117,-19.095305009883205,-19.02752914873716,-18.10484851943813,-18.678738340596464,-19.76549908766698,1.0729017505910932,-2.7651424498396446,-0.03976496580800283,0.3821335985081166,0.34586711107437756,1.1586759927015275,0.6132570491366858,-0.20213504125432827,2
6994,3.126130864074445,8.334155202045741,-21.351693956417105,-25.763329066347662,-31.03229579057773,1.8244174,-30.92770498053494,1.7615404,-2.837654230210525,0.9934557892345952,10.370082911471576,-30.946058452881584,1.7218196,0.064878374,0.6666667,1.0801064741466457,6.45725227064893,3.1520506593509436,0.25671375,0.995973,-19.080608605302512,-20.196755165394208,-21.00958651013127,-21.82258014447233,-22.67650904676458,-23.754109832385495,-24.168761022971648,-27.034358066518976,-27.812711588337002,-28.51299043611739,-28.27256725388033,-27.836230323452746,-27.63690468692806,-27.46517494855854,-26.826571534274297,-28.68753722178739,1.3931741700359743,2.287102542710069,2.574833671245093,2.3497032043118,-19.116612156694533,-18.8181842742478,-19.505043636330008,-20.01019426461238,-19.482298382533855,-19.094920062573344,-19.47129281513416,-19.472594856213522,2.150846411956143,2.312257252184192,1.7101900953823612,1.5027134545039975,1.7365631933411754,1.7100478104832573,1.6908953997092375,1.7362134278585553,1
7002,3.147706558179002,7.537557412597442,-21.302982551664883,-26.152661447549914,-29.55528416330629,1.9884073,-29.41010399373322,1.7565098,-1.8317450636284303,1.5833179571746645,8.297828242184968,-29.452663196018502,1.7251904,0.16952239,0.6666667,1.6177017923249477,6.444947298846188,3.7940303728078537,0.4243736,0.9991388,-20.32693324509718,-19.60742034797991,-21.049077380597556,-21.790016618182946,-22.537785277161845,-24.09487769671518,-25.824273835597598,-40.2643722487686,-29.014520630780066,-27.840783937492386,-28.256627912022402,-27.794331855917886,-27.53070454377043,-27.86870123919188,-28.597380493987405,-42.42721203413152,1.8199404855556982,2.6087279566705392,2.755662080375737,2.170540762044033,-20.33294854924336,-19.42461410078155,-19.38514352618714,-20.504204509434228,-19.985066688817852,-20.1255075435247,-20.78138715566814,-20.19491886870358,1.3184093986011407,2.308602376058433,2.283610042168321,1.5837003018330522,1.8197237351533686,1.6008255885237284,1.0083110516729283,1.581160414444578,1
7011,2.6762141699419697,7.821730933130634,-21.99440617969378,-26.48899094098455,-30.720125498559796,2.00309,-30.655544195708533,1.9614245,-3.201048676958933,0.6313888976425236,8.295405295785484,-30.709377350726495,1.9842764,0.008811218,0.6666667,0.0,6.2120114700989255,1.7783134249822172,0.0,0.9998147,-25.767215513167447,-19.708923566964838,-21.367083136408922,-22.28297349307538,-23.440129851188097,-24.77871343514073,-26.312165573673433,-27.089742233588698,-34.50642986644391,-28.04286098554545,-28.651260264013363,-28.31432582887457,-28.421721948725335,-28.507480679933288,-28.991172496653228,-28.817016913574673,1.4408301784117206,2.165412216670974,2.0987428781477413,1.8254702863954524,-20.42116639611997,-19.741724657626005,-19.625285233880554,-20.02502244607622,-19.68343495727086,-20.009939738627022,-19.73804683600534,-19.969069910464704,1.3730091396481763,1.6437150681273933,1.1877257239180914,0.9505812497932928,1.0459024208370136,0.7104200563244064,1.329704827474431,1.3230846965497145,1
