,Sqrt_TS_History_7,CLASS1
4262,50.00347900390625,1
4276,4.526082515716553,1
4280,5.748384475708008,1
4284,2.4286112785339355,1
4288,3.4936580657958984,1
4298,7.434845447540283,1
4301,10.198250770568848,1
4307,2.848426818847656,2
4309,0.1498118042945861,1
4310,9.605246543884276,1
4315,4.280455589294434,2
4317,3.512295722961426,1
4322,4.318886756896973,1
4329,15.318477630615234,1
4330,6.471011161804199,2
4331,13.827706336975098,2
4338,2.0502517223358154,1
4343,47.33411407470703,1
4352,6.746898174285889,1
4355,4.756559371948242,2
4357,11.630309104919434,1
4359,12.875864028930664,1
4366,4.936441421508789,1
4374,4.985201835632324,1
4381,4.238586902618408,1
4382,4.659697532653809,1
4383,12.53844928741455,1
4385,1.775202751159668,1
4386,18.011245727539062,2
4390,3.343252420425415,1
4392,3.827309846878052,1
4395,0.1333215981721878,1
4403,12.48504638671875,1
4409,0.9256053566932678,1
4412,1.8037837743759155,2
4417,6.465322017669678,2
4419,24.76650619506836,1
4427,4.933940887451172,1
4435,12.491888046264648,2
4446,7.844856262207031,2
4459,3.475829601287842,2
4462,24.03483390808105,2
4476,3.0331475734710693,1
4516,2.320148229598999,2
4520,24.30387687683105,2
4523,0.4998376071453094,1
4535,1.1996972560882568,1
4550,19.91397857666016,1
4552,1.490126132965088,2
4562,11.407318115234377,1
4587,31.30851554870605,2
4600,4.541110515594482,1
4608,3.034355878829956,2
4610,8.565042495727539,1
4613,4.548051834106445,2
4621,5.243191242218018,2
4628,10.47802448272705,2
4641,7.062314033508301,1
4647,10.891311645507812,2
4667,3.21550726890564,2
4678,3.3188040256500244,1
4696,17.672277450561523,1
4699,10.197279930114746,1
4701,6.133757591247559,2
4707,7.038745880126953,1
4717,59.536869049072266,1
4732,3.273668050765991,2
4736,5.874232769012451,1
4738,2.4551451206207275,2
4744,15.330835342407228,2
4748,2.088745355606079,1
4758,11.373336791992188,2
4777,3.561421632766724,1
4780,21.557933807373047,2
4788,3.445043563842773,1
4791,3.987828969955444,1
4830,6.99314546585083,2
4849,4.012472629547119,1
4890,2.9759538173675537,1
4908,48.098968505859375,1
4941,5.255974769592285,2
4952,0.5287482142448425,2
4957,1.907120943069458,2
4958,21.388233184814453,1
4963,4.6691508293151855,1
4973,26.49370002746582,2
4983,4.648958683013916,2
4985,20.782655715942383,1
5013,2.7140376567840576,1
5020,3.290325403213501,1
5033,23.530658721923828,2
